Timestamp,pH,Conductivity (µS/cm),Chlorine (ppm),pH_Anomalous,Conductivity (µS/cm)_Anomalous,Chlorine (ppm)_Anomalous
2024-09-26 23:55:03.900881,0.7208205662270166,False,0.5336430338040863,False,0.3284707151557825,False
2024-09-27 00:10:03.900881,0.5697621510341078,False,-0.1104275392449374,True,0.4490903629000329,False
2024-09-27 00:25:03.900881,0.6366646397718256,False,0.3292787345150796,False,0.4348862176697762,False
2024-09-27 00:40:03.900881,0.5849512497487426,False,0.436582513950579,False,0.7217686326277877,False
2024-09-27 00:55:03.900881,0.6516464419934596,False,0.4429535330582768,False,0.3520867793162398,False
2024-09-27 01:10:03.900881,0.318019049647461,False,0.7907330326416941,False,0.4854970915550668,False
2024-09-27 01:25:03.900881,0.5073381384372029,False,0.3915208376780533,False,0.6387740149152636,False
2024-09-27 01:40:03.900881,0.6356742852825814,False,0.4841300877907139,False,0.4182724899360049,False
2024-09-27 01:55:03.900881,0.4340418868643491,False,0.2167666638737146,False,0.2685569887505101,False
2024-09-27 02:10:03.900881,1.4813430282675506,True,0.4603546487362471,False,0.289303337583617,False
2024-09-27 02:25:03.900881,0.4774622868498855,False,0.3982375778274598,False,0.222750894461762,False
2024-09-27 02:40:03.900881,0.2857128879184681,False,0.2834956929603019,False,0.3951848874877006,False
2024-09-27 02:55:03.900881,0.7529131807541252,False,0.406150567137446,False,0.5824074614210974,False
2024-09-27 03:10:03.900881,0.7305114540570485,False,0.4010515457834092,False,0.2347871552315553,False
2024-09-27 03:25:03.900881,0.4909703417533265,False,0.3815109817218877,False,0.2145466340918189,False
2024-09-27 03:40:03.900881,0.4805780353288719,False,0.4885782712640487,False,0.3535633202181796,False
2024-09-27 03:55:03.900881,0.2794663624238902,False,0.3664249266958639,False,0.6328107631493525,False
2024-09-27 04:10:03.900881,0.43962870783964,False,0.2109635221750324,False,1.3235189783389347,True
2024-09-27 04:25:03.900881,-0.0615321787964932,True,0.578322479409388,False,0.2966766937683612,False
2024-09-27 04:40:03.900881,0.212983888207626,False,0.3965217259603091,False,0.6289045044462515,False
2024-09-27 04:55:03.900881,0.0062247204868186,False,0.9769974260565276,False,0.2201636338642996,False
2024-09-27 05:10:03.900881,0.7082635806260209,False,0.5289330477080572,False,0.265857272284773,False
2024-09-27 05:25:03.900881,0.7966297420210913,False,0.2772716874075333,False,0.2036840699445644,False
2024-09-27 05:40:03.900881,0.7555864719079881,False,0.4689708114896397,False,0.4251172629520052,False
2024-09-27 05:55:03.900881,0.7329870578331188,False,0.2752730096435767,False,0.34364242124022,False
2024-09-27 06:10:03.900881,0.2937193685924225,False,0.6509063867910809,False,0.3453783129340351,False
2024-09-27 06:25:03.900881,0.6335133079461273,False,0.3230776553069538,False,0.3367254777698145,False
2024-09-27 06:40:03.900881,0.6183106076155356,False,0.2412770265352864,False,0.6781637959358695,False
2024-09-27 06:55:03.900881,0.5335784761490012,False,0.2653319608791011,False,0.3497908529866373,False
2024-09-27 07:10:03.900881,0.4237223871419386,False,0.4829838632064109,False,0.3557064881774387,False
2024-09-27 07:25:03.900881,-0.0342999423165392,True,0.6847798439045787,False,0.5860604280231083,False
2024-09-27 07:40:03.901878,0.2792770018822529,False,0.4154528726109459,False,0.2598744965803412,False
2024-09-27 07:55:03.901878,0.3371599909297326,False,0.4239125405373437,False,0.3976126664063673,False
2024-09-27 08:10:03.901878,0.6223907916959263,False,0.5647483061613462,False,0.4652356909228529,False
2024-09-27 08:25:03.901878,0.4190803163725924,False,0.4014567378582127,False,0.3495933485742717,False
2024-09-27 08:40:03.901878,0.2921744421621546,False,1.2490306461584888,True,0.3070870012648685,False
2024-09-27 08:55:03.901878,0.6325634793071686,False,0.5275417355257972,False,0.2456406359870016,False
2024-09-27 09:10:03.901878,0.4052476487064662,False,0.7984746183890314,False,0.3351894511466972,False
2024-09-27 09:25:03.901878,0.4904863327541057,False,0.3276939505584065,False,0.549738198014829,False
2024-09-27 09:40:03.901878,0.7559772525708026,False,0.367014541029328,False,0.5277809031525926,False
2024-09-27 09:55:03.901878,0.7684864975664056,False,0.6145274998784118,False,0.2215297437063955,False
2024-09-27 10:10:03.901878,0.2292989258359177,False,0.6129076095518315,False,0.7438463604246752,False
2024-09-27 10:25:03.901878,0.522412518469825,False,0.4375873821626404,False,0.7110188910351141,False
2024-09-27 10:40:03.901878,0.5735494019438354,False,0.6124970969813519,False,0.2673270433916472,False
2024-09-27 10:55:03.901878,0.7645802393947734,False,0.6648691277132552,False,0.6742820849436852,False
2024-09-27 11:10:03.901878,0.6954195842700716,False,1.2976561595683924,True,0.5883283190260593,False
2024-09-27 11:25:03.901878,0.2766393902509375,False,0.687700393664765,False,0.7514561135665945,False
2024-09-27 11:40:03.901878,1.480846835784178,True,0.2139034895138442,False,0.4016654047585386,False
2024-09-27 11:55:03.901878,0.2599937403272805,False,0.3812313678382739,False,0.3287418591135569,False
2024-09-27 12:10:03.901878,0.6688506040233173,False,0.2103168264944244,False,1.0754463613326646,True
2024-09-27 12:25:03.901878,0.6802890880489711,False,0.6008810689744839,False,0.3747781438395138,False
2024-09-27 12:40:03.901878,0.3028972834562491,False,0.2978017652838329,False,0.5379362540262396,False
2024-09-27 12:55:03.901878,0.2971819323152422,False,0.2146514470294175,False,0.7064239275881299,False
2024-09-27 13:10:03.901878,0.3740526403986751,False,0.7997495022440435,False,0.374456626355838,False
2024-09-27 13:25:03.901878,0.2679509693206158,False,0.7677373903294256,False,0.6858868420586157,False
2024-09-27 13:40:03.901878,0.3735190675087645,False,0.4690957831317549,False,0.43675293247937,False
2024-09-27 13:55:03.901878,0.2628174917348476,False,0.3448084961225781,False,0.2666675384332811,False
2024-09-27 14:10:03.901878,1.2483476478468032,True,0.4361201370800379,False,0.7180434745318427,False
2024-09-27 14:25:03.901878,0.2116598549486978,False,0.7177493199448233,False,0.6153261369335497,False
2024-09-27 14:40:03.901878,1.1508994531108592,True,0.2394730000598043,False,0.6054319654988921,False
