Timestamp,Contamination (%),Filter Efficiency (%),Status
2024-09-29 22:58:54,2.96,98.17,NORMAL
2024-09-29 23:13:54,2.93,98.11,NORMAL
2024-09-29 23:28:54,2.89,98.05,NORMAL
2024-09-29 23:43:54,2.85,97.98,NORMAL
2024-09-29 23:58:54,2.81,97.92,NORMAL
2024-09-30 00:13:54,2.45,97.86,NORMAL
2024-09-30 00:28:54,2.7,97.8,NORMAL
2024-09-30 00:43:54,2.64,97.75,NORMAL
2024-09-30 00:58:54,2.57,97.69,NORMAL
2024-09-30 01:13:54,2.5,97.65,NORMAL
2024-09-30 01:28:54,2.43,97.61,NORMAL
2024-09-30 01:43:54,2.35,97.57,NORMAL
2024-09-30 01:58:54,2.39,97.54,NORMAL
2024-09-30 02:13:54,2.19,97.52,NORMAL
2024-09-30 02:28:54,2.11,97.51,NORMAL
2024-09-30 02:43:54,2.02,97.5,NORMAL
2024-09-30 02:58:54,1.94,97.5,NORMAL
2024-09-30 03:13:54,1.86,97.51,NORMAL
2024-09-30 03:28:54,1.78,97.53,NORMAL
2024-09-30 03:43:54,1.7,97.55,NORMAL
2024-09-30 03:58:54,1.62,97.58,NORMAL
2024-09-30 04:13:54,1.54,97.62,NORMAL
2024-09-30 04:28:54,1.47,97.67,NORMAL
2024-09-30 04:43:54,1.4,97.71,NORMAL
2024-09-30 04:58:54,1.34,97.77,NORMAL
2024-09-30 05:13:54,1.28,97.83,NORMAL
2024-09-30 05:28:54,1.22,97.88,NORMAL
2024-09-30 05:43:54,1.17,97.95,NORMAL
2024-09-30 05:58:54,1.13,98.01,NORMAL
2024-09-30 06:13:54,1.09,98.07,NORMAL
2024-09-30 06:28:54,1.06,98.13,NORMAL
2024-09-30 06:43:54,1.03,98.19,NORMAL
2024-09-30 06:58:54,1.02,98.25,NORMAL
2024-09-30 07:13:54,1.0,70.92,ANOMALOUS
2024-09-30 07:28:54,1.0,98.35,NORMAL
2024-09-30 07:43:54,1.0,98.39,NORMAL
2024-09-30 07:58:54,1.01,98.43,NORMAL
2024-09-30 08:13:54,1.03,98.45,NORMAL
2024-09-30 08:28:54,1.05,98.48,NORMAL
2024-09-30 08:43:54,1.08,98.49,NORMAL
2024-09-30 08:58:54,1.12,98.5,NORMAL
2024-09-30 09:13:54,1.16,98.5,NORMAL
2024-09-30 09:28:54,1.21,98.49,NORMAL
2024-09-30 09:43:54,1.26,98.47,NORMAL
2024-09-30 09:58:54,1.32,98.45,NORMAL
2024-09-30 10:13:54,1.38,98.42,NORMAL
2024-09-30 10:28:54,1.45,98.38,NORMAL
2024-09-30 10:43:54,1.52,98.34,NORMAL
2024-09-30 10:58:54,1.6,98.29,NORMAL
2024-09-30 11:13:54,1.67,98.24,NORMAL
2024-09-30 11:28:54,1.75,98.18,NORMAL
2024-09-30 11:43:54,1.83,98.12,NORMAL
2024-09-30 11:58:54,1.92,98.06,NORMAL
2024-09-30 12:13:54,2.0,98.0,NORMAL
2024-09-30 12:28:54,2.08,97.94,NORMAL
2024-09-30 12:43:54,2.17,122.84,ANOMALOUS
2024-09-30 12:58:54,2.25,97.82,NORMAL
2024-09-30 13:13:54,2.33,97.76,NORMAL
2024-09-30 13:28:54,2.41,97.71,NORMAL
2024-09-30 13:43:54,2.48,97.66,NORMAL
2024-09-30 13:58:54,2.55,97.62,NORMAL
2024-09-30 14:13:54,2.62,97.58,NORMAL
2024-09-30 14:28:54,2.68,97.55,NORMAL
2024-09-30 14:43:54,2.74,97.53,NORMAL
2024-09-30 14:58:54,2.79,97.51,NORMAL
2024-09-30 15:13:54,2.84,97.5,NORMAL
2024-09-30 15:28:54,2.88,97.5,NORMAL
2024-09-30 15:43:54,2.92,97.51,NORMAL
2024-09-30 15:58:54,2.95,97.52,NORMAL
2024-09-30 16:13:54,2.97,97.55,NORMAL
2024-09-30 16:28:54,2.99,97.58,NORMAL
2024-09-30 16:43:54,3.0,97.61,NORMAL
2024-09-30 16:58:54,3.0,97.65,NORMAL
2024-09-30 17:13:54,3.0,97.7,NORMAL
2024-09-30 17:28:54,2.98,97.75,NORMAL
2024-09-30 17:43:54,2.97,97.81,NORMAL
2024-09-30 17:58:54,2.94,97.87,NORMAL
2024-09-30 18:13:54,2.91,97.93,NORMAL
2024-09-30 18:28:54,2.87,97.99,NORMAL
2024-09-30 18:43:54,2.83,98.05,NORMAL
2024-09-30 18:58:54,2.78,98.12,NORMAL
2024-09-30 19:13:54,2.72,98.18,NORMAL
2024-09-30 19:28:54,2.66,98.23,NORMAL
2024-09-30 19:43:54,2.6,98.29,NORMAL
2024-09-30 19:58:54,2.53,98.34,NORMAL
2024-09-30 20:13:54,2.46,98.38,NORMAL
2024-09-30 20:28:54,2.38,98.42,NORMAL
2024-09-30 20:43:54,2.3,98.45,NORMAL
2024-09-30 20:58:54,2.22,98.47,NORMAL
2024-09-30 21:13:54,2.14,98.49,NORMAL
2024-09-30 21:28:54,2.06,98.5,NORMAL
2024-09-30 21:43:54,1.97,98.5,NORMAL
2024-09-30 21:58:54,1.89,98.49,NORMAL
2024-09-30 22:13:54,1.81,98.48,NORMAL
2024-09-30 22:28:54,1.73,98.46,NORMAL
2024-09-30 22:43:54,1.65,98.43,NORMAL
2024-09-30 22:58:54,1.57,98.39,NORMAL
2024-09-30 23:13:54,1.5,98.35,NORMAL
2024-09-30 23:28:54,1.43,98.31,NORMAL
2024-09-30 23:43:54,1.36,98.25,NORMAL
2024-09-30 23:58:54,1.3,98.2,NORMAL
2024-10-01 00:13:54,1.24,98.14,NORMAL
2024-10-01 00:28:54,1.19,98.08,NORMAL
2024-10-01 00:43:54,1.14,94.51,ANOMALOUS
2024-10-01 00:58:54,1.1,97.95,NORMAL
2024-10-01 01:13:54,1.07,97.89,NORMAL
2024-10-01 01:28:54,1.04,97.83,NORMAL
2024-10-01 01:43:54,0.66,97.77,NORMAL
2024-10-01 01:58:54,1.01,97.72,NORMAL
2024-10-01 02:13:54,1.19,97.67,NORMAL
2024-10-01 02:28:54,1.31,97.63,NORMAL
2024-10-01 02:43:54,1.01,97.59,NORMAL
2024-10-01 02:58:54,1.02,97.56,NORMAL
2024-10-01 03:13:54,1.04,97.53,NORMAL
2024-10-01 03:28:54,1.07,97.51,NORMAL
2024-10-01 03:43:54,1.1,125.22,ANOMALOUS
2024-10-01 03:58:54,1.14,97.5,NORMAL
2024-10-01 04:13:54,1.19,97.51,NORMAL
2024-10-01 04:28:54,1.24,97.52,NORMAL
2024-10-01 04:43:54,1.29,97.54,NORMAL
2024-10-01 04:58:54,1.36,97.57,NORMAL
2024-10-01 05:13:54,1.42,97.6,NORMAL
2024-10-01 05:28:54,1.49,97.64,NORMAL
2024-10-01 05:43:54,1.57,97.69,NORMAL
2024-10-01 05:58:54,1.64,97.74,NORMAL
2024-10-01 06:13:54,1.72,97.79,NORMAL
2024-10-01 06:28:54,1.8,97.85,NORMAL
2024-10-01 06:43:54,1.88,97.91,NORMAL
2024-10-01 06:58:54,1.97,97.98,NORMAL
2024-10-01 07:13:54,2.65,98.04,NORMAL
2024-10-01 07:28:54,2.13,98.1,NORMAL
2024-10-01 07:43:54,2.22,98.16,NORMAL
2024-10-01 07:58:54,2.3,98.22,NORMAL
2024-10-01 08:13:54,2.37,98.27,NORMAL
2024-10-01 08:28:54,2.45,98.32,NORMAL
2024-10-01 08:43:54,2.52,94.13,ANOMALOUS
2024-10-01 08:58:54,2.59,98.41,NORMAL
2024-10-01 09:13:54,2.66,98.44,NORMAL
2024-10-01 09:28:54,2.72,98.47,NORMAL
2024-10-01 09:43:54,2.77,98.49,NORMAL
2024-10-01 09:58:54,2.82,98.5,NORMAL
2024-10-01 10:13:54,2.41,98.5,NORMAL
2024-10-01 10:28:54,2.91,98.5,NORMAL
2024-10-01 10:43:54,2.94,98.48,NORMAL
2024-10-01 10:58:54,2.96,98.46,NORMAL
2024-10-01 11:13:54,2.98,98.44,NORMAL
2024-10-01 11:28:54,2.99,98.4,NORMAL
2024-10-01 11:43:54,3.0,98.36,NORMAL
2024-10-01 11:58:54,3.0,98.32,NORMAL
2024-10-01 12:13:54,2.99,98.27,NORMAL
2024-10-01 12:28:54,2.97,98.21,NORMAL
2024-10-01 12:43:54,2.95,98.16,NORMAL
2024-10-01 12:58:54,2.92,98.09,NORMAL
2024-10-01 13:13:54,2.89,98.03,NORMAL
2024-10-01 13:28:54,2.85,97.97,NORMAL
2024-10-01 13:43:54,2.8,97.91,NORMAL
2024-10-01 13:58:54,2.75,97.85,NORMAL
2024-10-01 14:13:54,2.69,97.79,NORMAL
2024-10-01 14:28:54,2.62,97.73,NORMAL
2024-10-01 14:43:54,2.56,97.68,NORMAL
2024-10-01 14:58:54,2.15,97.64,NORMAL
2024-10-01 15:13:54,2.41,97.6,NORMAL
2024-10-01 15:28:54,2.33,97.56,NORMAL
2024-10-01 15:43:54,2.25,97.54,NORMAL
2024-10-01 15:58:54,2.17,97.52,NORMAL
2024-10-01 16:13:54,2.09,97.5,NORMAL
2024-10-01 16:28:54,2.01,97.5,NORMAL
2024-10-01 16:43:54,1.92,97.5,NORMAL
2024-10-01 16:58:54,1.84,97.51,NORMAL
2024-10-01 17:13:54,1.76,97.53,NORMAL
2024-10-01 17:28:54,1.68,97.56,NORMAL
2024-10-01 17:43:54,1.6,97.59,NORMAL
2024-10-01 17:58:54,1.53,97.63,NORMAL
2024-10-01 18:13:54,1.46,97.68,NORMAL
2024-10-01 18:28:54,0.89,97.73,NORMAL
2024-10-01 18:43:54,1.32,97.78,NORMAL
