Timestamp,Water Volume (L),Flow Rate (L/min),Status
2024-09-27 15:40:29,739.23,9.5,NORMAL
2024-09-27 15:55:29,736.85,9.5,NORMAL
2024-09-27 16:10:29,734.48,9.51,NORMAL
2024-09-27 16:25:29,732.09,9.54,NORMAL
2024-09-27 16:40:29,729.7,9.57,NORMAL
2024-09-27 16:55:29,727.29,9.62,NORMAL
2024-09-27 17:10:29,724.87,9.68,NORMAL
2024-09-27 17:25:29,722.43,9.75,NORMAL
2024-09-27 17:40:29,719.98,9.83,NORMAL
2024-09-27 17:55:29,717.5,9.91,NORMAL
2024-09-27 18:10:29,715.0,9.99,NORMAL
2024-09-27 18:25:29,712.48,10.07,NORMAL
2024-09-27 18:40:29,709.94,10.16,NORMAL
2024-09-27 18:55:29,707.39,10.23,NORMAL
2024-09-27 19:10:29,704.81,10.3,NORMAL
2024-09-27 19:25:29,702.22,10.36,NORMAL
2024-09-27 19:40:29,699.61,10.42,NORMAL
2024-09-27 19:55:29,697.0,10.46,NORMAL
2024-09-27 20:10:29,694.38,10.48,NORMAL
2024-09-27 20:25:29,691.75,10.5,NORMAL
2024-09-27 20:40:29,689.13,10.5,NORMAL
2024-09-27 20:55:29,686.51,10.48,NORMAL
2024-09-27 21:10:29,683.89,10.46,NORMAL
2024-09-27 21:25:29,681.29,10.42,NORMAL
2024-09-27 21:40:29,678.7,10.37,NORMAL
2024-09-27 21:55:29,676.12,10.31,NORMAL
2024-09-27 22:10:29,673.56,9.13,NORMAL
2024-09-27 22:25:29,671.02,10.16,NORMAL
2024-09-27 22:40:29,668.5,10.08,NORMAL
2024-09-27 22:55:29,666.0,10.0,NORMAL
2024-09-27 23:10:29,663.53,9.91,NORMAL
2024-09-27 23:25:29,661.07,9.83,NORMAL
2024-09-27 23:40:29,658.63,9.76,NORMAL
2024-09-27 23:55:29,656.21,9.69,NORMAL
2024-09-28 00:10:29,653.8,9.63,NORMAL
2024-09-28 00:25:29,651.41,6.46,ANOMALOUS
2024-09-28 00:40:29,649.02,9.54,NORMAL
2024-09-28 00:55:29,646.64,9.51,NORMAL
2024-09-28 01:10:29,644.27,9.5,NORMAL
2024-09-28 01:25:29,641.89,9.5,NORMAL
2024-09-28 01:40:29,639.51,9.52,NORMAL
2024-09-28 01:55:29,637.13,9.55,NORMAL
2024-09-28 02:10:29,634.73,9.59,NORMAL
2024-09-28 02:25:29,632.32,9.64,NORMAL
2024-09-28 02:40:29,629.89,9.7,NORMAL
2024-09-28 02:55:29,627.45,9.78,NORMAL
2024-09-28 03:10:29,624.99,9.85,NORMAL
2024-09-28 03:25:29,622.5,9.93,NORMAL
2024-09-28 03:40:29,620.0,10.02,NORMAL
2024-09-28 03:55:29,617.47,10.1,NORMAL
2024-09-28 04:10:29,614.93,10.18,NORMAL
2024-09-28 04:25:29,612.36,10.16,NORMAL
2024-09-28 04:40:29,609.78,10.32,NORMAL
2024-09-28 04:55:29,607.19,10.38,NORMAL
2024-09-28 05:10:29,604.58,10.43,NORMAL
2024-09-28 05:25:29,601.96,10.47,NORMAL
2024-09-28 05:40:29,599.34,10.49,NORMAL
2024-09-28 05:55:29,596.72,10.5,NORMAL
2024-09-28 06:10:29,594.09,10.5,NORMAL
2024-09-28 06:25:29,591.47,10.48,NORMAL
2024-09-28 06:40:29,588.86,10.45,NORMAL
2024-09-28 06:55:29,586.26,10.4,NORMAL
2024-09-28 07:10:29,583.67,10.35,NORMAL
2024-09-28 07:25:29,581.1,10.29,NORMAL
2024-09-28 07:40:29,578.55,10.21,NORMAL
2024-09-28 07:55:29,576.01,10.14,NORMAL
2024-09-28 08:10:29,573.5,10.05,NORMAL
2024-09-28 08:25:29,571.01,9.97,NORMAL
2024-09-28 08:40:29,568.54,9.89,NORMAL
2024-09-28 08:55:29,566.08,9.81,NORMAL
2024-09-28 09:10:29,563.65,9.73,NORMAL
2024-09-28 09:25:29,561.23,9.67,NORMAL
2024-09-28 09:40:29,558.83,9.61,NORMAL
2024-09-28 09:55:29,556.44,9.56,NORMAL
2024-09-28 10:10:29,554.06,9.53,NORMAL
2024-09-28 10:25:29,551.68,9.51,NORMAL
2024-09-28 10:40:29,549.31,9.5,NORMAL
2024-09-28 10:55:29,546.93,9.51,NORMAL
2024-09-28 11:10:29,544.55,9.53,NORMAL
2024-09-28 11:25:29,542.16,9.56,NORMAL
2024-09-28 11:40:29,539.76,9.6,NORMAL
2024-09-28 11:55:29,537.34,9.66,NORMAL
2024-09-28 12:10:29,534.91,9.72,NORMAL
2024-09-28 12:25:29,532.46,9.8,NORMAL
2024-09-28 12:40:29,529.99,9.88,NORMAL
2024-09-28 12:55:29,527.5,9.96,NORMAL
2024-09-28 13:10:29,524.99,10.04,NORMAL
2024-09-28 13:25:29,522.46,12.0,ANOMALOUS
2024-09-28 13:40:29,519.91,10.2,NORMAL
2024-09-28 13:55:29,517.34,10.28,NORMAL
2024-09-28 14:10:29,514.76,10.34,NORMAL
2024-09-28 14:25:29,512.16,10.4,NORMAL
2024-09-28 14:40:29,509.55,10.44,NORMAL
2024-09-28 14:55:29,506.93,10.47,NORMAL
2024-09-28 15:10:29,504.3,10.49,NORMAL
2024-09-28 15:25:29,501.68,10.5,NORMAL
2024-09-28 15:40:29,499.06,10.49,NORMAL
2024-09-28 15:55:29,496.44,10.47,NORMAL
2024-09-28 16:10:29,493.83,10.44,NORMAL
2024-09-28 16:25:29,491.23,10.39,NORMAL
2024-09-28 16:40:29,488.65,10.33,NORMAL
2024-09-28 16:55:29,486.08,10.26,NORMAL
2024-09-28 17:10:29,483.54,10.19,NORMAL
2024-09-28 17:25:29,481.01,10.11,NORMAL
2024-09-28 17:40:29,478.5,10.03,NORMAL
2024-09-28 17:55:29,476.01,9.95,NORMAL
2024-09-28 18:10:29,473.55,9.86,NORMAL
2024-09-28 18:25:29,471.1,9.79,NORMAL
2024-09-28 18:40:29,468.67,9.71,NORMAL
2024-09-28 18:55:29,466.26,9.65,NORMAL
2024-09-28 19:10:29,463.86,9.6,NORMAL
2024-09-28 19:25:29,461.47,9.55,NORMAL
2024-09-28 19:40:29,459.09,9.52,NORMAL
2024-09-28 19:55:29,456.72,9.5,NORMAL
2024-09-28 20:10:29,454.34,11.57,NORMAL
2024-09-28 20:25:29,451.97,6.49,ANOMALOUS
2024-09-28 20:40:29,449.58,9.53,NORMAL
2024-09-28 20:55:29,447.19,9.57,NORMAL
2024-09-28 21:10:29,444.78,9.62,NORMAL
2024-09-28 21:25:29,442.36,9.68,NORMAL
2024-09-28 21:40:29,439.93,9.75,NORMAL
2024-09-28 21:55:29,437.47,9.82,NORMAL
2024-09-28 22:10:29,435.0,9.9,NORMAL
2024-09-28 22:25:29,432.5,9.98,NORMAL
2024-09-28 22:40:29,429.98,10.07,NORMAL
2024-09-28 22:55:29,427.45,10.15,NORMAL
2024-09-28 23:10:29,424.89,10.23,NORMAL
2024-09-28 23:25:29,422.32,12.18,ANOMALOUS
2024-09-28 23:40:29,419.73,10.36,NORMAL
2024-09-28 23:55:29,417.12,10.41,NORMAL
2024-09-29 00:10:29,414.51,10.45,NORMAL
2024-09-29 00:25:29,411.89,10.48,NORMAL
2024-09-29 00:40:29,409.27,14.53,ANOMALOUS
2024-09-29 00:55:29,406.64,10.5,NORMAL
2024-09-29 01:10:29,404.02,10.49,NORMAL
2024-09-29 01:25:29,401.4,10.46,NORMAL
2024-09-29 01:40:29,398.8,10.42,NORMAL
2024-09-29 01:55:29,396.21,10.37,NORMAL
2024-09-29 02:10:29,393.63,10.31,NORMAL
2024-09-29 02:25:29,391.07,10.24,NORMAL
2024-09-29 02:40:29,388.53,10.17,NORMAL
2024-09-29 02:55:29,386.0,10.09,NORMAL
2024-09-29 03:10:29,383.5,10.0,NORMAL
2024-09-29 03:25:29,381.02,9.92,NORMAL
2024-09-29 03:40:29,378.56,12.67,ANOMALOUS
2024-09-29 03:55:29,376.12,9.76,NORMAL
2024-09-29 04:10:29,373.7,9.69,NORMAL
2024-09-29 04:25:29,371.29,11.46,NORMAL
2024-09-29 04:40:29,368.9,9.58,NORMAL
2024-09-29 04:55:29,366.51,9.54,NORMAL
2024-09-29 05:10:29,364.13,9.51,NORMAL
2024-09-29 05:25:29,361.76,9.5,NORMAL
2024-09-29 05:40:29,359.38,9.5,NORMAL
2024-09-29 05:55:29,357.0,12.01,ANOMALOUS
2024-09-29 06:10:29,354.62,9.54,NORMAL
2024-09-29 06:25:29,352.22,9.58,NORMAL
2024-09-29 06:40:29,349.81,9.64,NORMAL
2024-09-29 06:55:29,347.39,9.7,NORMAL
2024-09-29 07:10:29,344.94,9.77,NORMAL
2024-09-29 07:25:29,342.48,9.84,NORMAL
2024-09-29 07:40:29,340.0,9.93,NORMAL
2024-09-29 07:55:29,337.5,10.01,NORMAL
2024-09-29 08:10:29,334.98,10.09,NORMAL
2024-09-29 08:25:29,332.43,10.17,NORMAL
2024-09-29 08:40:29,329.87,10.25,NORMAL
2024-09-29 08:55:29,327.29,10.32,NORMAL
2024-09-29 09:10:29,324.7,10.38,NORMAL
2024-09-29 09:25:29,322.09,10.43,NORMAL
2024-09-29 09:40:29,319.48,10.46,NORMAL
2024-09-29 09:55:29,316.85,10.49,NORMAL
2024-09-29 10:10:29,314.23,10.5,NORMAL
2024-09-29 10:25:29,311.6,10.5,NORMAL
2024-09-29 10:40:29,308.98,10.48,NORMAL
2024-09-29 10:55:29,306.37,10.45,NORMAL
2024-09-29 11:10:29,303.77,10.41,NORMAL
2024-09-29 11:25:29,301.18,10.36,NORMAL
2024-09-29 11:40:29,298.61,10.29,NORMAL
2024-09-29 11:55:29,296.05,10.22,NORMAL
2024-09-29 12:10:29,293.52,10.14,NORMAL
2024-09-29 12:25:29,291.0,10.06,NORMAL
2024-09-29 12:40:29,288.51,9.98,NORMAL
2024-09-29 12:55:29,286.03,9.9,NORMAL
2024-09-29 13:10:29,283.58,9.82,NORMAL
2024-09-29 13:25:29,281.14,9.74,NORMAL
2024-09-29 13:40:29,278.72,9.67,NORMAL
2024-09-29 13:55:29,276.32,9.62,NORMAL
2024-09-29 14:10:29,273.93,9.57,NORMAL
2024-09-29 14:25:29,271.55,9.53,NORMAL
2024-09-29 14:40:29,269.17,9.95,NORMAL
2024-09-29 14:55:29,266.79,9.5,NORMAL
2024-09-29 15:10:29,264.42,9.5,NORMAL
2024-09-29 15:25:29,262.04,9.52,NORMAL
2024-09-29 15:40:29,259.65,9.55,NORMAL
2024-09-29 15:55:29,257.25,9.6,NORMAL
2024-09-29 16:10:29,254.83,9.65,NORMAL
2024-09-29 16:25:29,252.41,9.72,NORMAL
2024-09-29 16:40:29,249.96,9.79,NORMAL
2024-09-29 16:55:29,247.49,9.87,NORMAL
2024-09-29 17:10:29,245.0,9.95,NORMAL
2024-09-29 17:25:29,242.49,10.03,NORMAL
2024-09-29 17:40:29,239.96,10.12,NORMAL
2024-09-29 17:55:29,237.42,10.2,NORMAL
2024-09-29 18:10:29,234.85,10.27,NORMAL
2024-09-29 18:25:29,232.27,10.34,NORMAL
2024-09-29 18:40:29,229.67,10.39,NORMAL
2024-09-29 18:55:29,227.06,10.44,NORMAL
2024-09-29 19:10:29,224.44,10.47,NORMAL
2024-09-29 19:25:29,221.82,10.49,NORMAL
2024-09-29 19:40:29,219.19,10.5,NORMAL
2024-09-29 19:55:29,216.57,10.49,NORMAL
2024-09-29 20:10:29,213.95,10.47,NORMAL
2024-09-29 20:25:29,211.34,10.44,NORMAL
2024-09-29 20:40:29,208.74,10.39,NORMAL
2024-09-29 20:55:29,206.16,10.34,NORMAL
2024-09-29 21:10:29,203.59,10.27,NORMAL
2024-09-29 21:25:29,201.04,10.2,NORMAL
2024-09-29 21:40:29,198.51,10.12,NORMAL
2024-09-29 21:55:29,196.0,10.04,NORMAL
2024-09-29 22:10:29,193.51,9.95,NORMAL
2024-09-29 22:25:29,191.04,10.78,NORMAL
2024-09-29 22:40:29,188.6,9.79,NORMAL
2024-09-29 22:55:29,186.17,9.72,NORMAL
2024-09-29 23:10:29,183.75,9.66,NORMAL
2024-09-29 23:25:29,181.35,9.6,NORMAL
2024-09-29 23:40:29,178.96,9.56,NORMAL
2024-09-29 23:55:29,176.58,8.05,NORMAL
2024-09-30 00:10:29,174.21,6.39,ANOMALOUS
2024-09-30 00:25:29,171.83,9.5,NORMAL
2024-09-30 00:40:29,169.45,9.51,NORMAL
2024-09-30 00:55:29,167.07,9.53,NORMAL
2024-09-30 01:10:29,164.68,9.57,NORMAL
2024-09-30 01:25:29,162.28,9.61,NORMAL
2024-09-30 01:40:29,159.86,9.67,NORMAL
2024-09-30 01:55:29,157.42,9.74,NORMAL
2024-09-30 02:10:29,154.97,9.81,NORMAL
2024-09-30 02:25:29,152.5,9.89,NORMAL
2024-09-30 02:40:29,150.0,9.98,NORMAL
2024-09-30 02:55:29,147.49,10.06,NORMAL
2024-09-30 03:10:29,144.95,9.76,NORMAL
2024-09-30 03:25:29,142.4,10.22,NORMAL
2024-09-30 03:40:29,139.83,13.3,ANOMALOUS
2024-09-30 03:55:29,137.24,10.35,NORMAL
2024-09-30 04:10:29,134.64,10.41,NORMAL
2024-09-30 04:25:29,132.02,10.45,NORMAL
2024-09-30 04:40:29,129.4,10.48,NORMAL
2024-09-30 04:55:29,126.78,10.5,NORMAL
2024-09-30 05:10:29,124.15,13.14,ANOMALOUS
2024-09-30 05:25:29,121.53,10.49,NORMAL
2024-09-30 05:40:29,118.92,10.46,NORMAL
2024-09-30 05:55:29,116.31,10.43,NORMAL
2024-09-30 06:10:29,113.71,10.38,NORMAL
2024-09-30 06:25:29,111.13,10.32,NORMAL
2024-09-30 06:40:29,108.57,10.25,NORMAL
2024-09-30 06:55:29,106.03,10.17,NORMAL
2024-09-30 07:10:29,103.51,10.09,NORMAL
2024-09-30 07:25:29,101.0,10.01,NORMAL
2024-09-30 07:40:29,98.52,10.05,NORMAL
2024-09-30 07:55:29,96.06,9.85,NORMAL
2024-09-30 08:10:29,93.62,9.77,NORMAL
2024-09-30 08:25:29,91.19,9.7,NORMAL
2024-09-30 08:40:29,88.78,9.64,NORMAL
2024-09-30 08:55:29,86.38,9.59,NORMAL
2024-09-30 09:10:29,84.0,9.55,NORMAL
2024-09-30 09:25:29,81.62,9.52,NORMAL
2024-09-30 09:40:29,79.24,9.5,NORMAL
2024-09-30 09:55:29,76.87,9.5,NORMAL
2024-09-30 10:10:29,74.49,9.51,NORMAL
2024-09-30 10:25:29,72.1,9.54,NORMAL
2024-09-30 10:40:29,69.71,9.58,NORMAL
2024-09-30 10:55:29,67.3,9.63,NORMAL
2024-09-30 11:10:29,64.88,9.69,NORMAL
2024-09-30 11:25:29,62.44,9.76,NORMAL
2024-09-30 11:40:29,59.98,9.84,NORMAL
2024-09-30 11:55:29,57.5,9.92,NORMAL
2024-09-30 12:10:29,55.0,10.0,NORMAL
2024-09-30 12:25:29,52.48,10.08,NORMAL
2024-09-30 12:40:29,49.94,10.16,NORMAL
2024-09-30 12:55:29,47.38,10.24,NORMAL
2024-09-30 13:10:29,44.8,10.31,NORMAL
2024-09-30 13:25:29,42.21,10.37,NORMAL
2024-09-30 13:40:29,39.6,10.42,NORMAL
2024-09-30 13:55:29,36.99,10.46,NORMAL
2024-09-30 14:10:29,34.37,10.49,NORMAL
2024-09-30 14:25:29,31.74,12.25,ANOMALOUS
2024-09-30 14:40:29,29.12,10.5,NORMAL
2024-09-30 14:55:29,26.5,10.48,NORMAL
2024-09-30 15:10:29,23.88,10.45,NORMAL
2024-09-30 15:25:29,21.28,10.41,NORMAL
2024-09-30 15:40:29,18.69,10.36,NORMAL
2024-09-30 15:55:29,16.11,10.3,NORMAL
2024-09-30 16:10:29,13.56,10.23,NORMAL
2024-09-30 16:25:29,11.02,10.15,NORMAL
2024-09-30 16:40:29,8.5,10.07,NORMAL
2024-09-30 16:55:29,6.01,9.99,NORMAL
2024-09-30 17:10:29,3.53,9.9,NORMAL
2024-09-30 17:25:29,1.07,9.82,NORMAL
2024-09-30 17:40:29,0.0,9.75,NORMAL
2024-09-30 17:55:29,0.0,9.68,NORMAL
2024-09-30 18:10:29,0.0,9.62,NORMAL
2024-09-30 18:25:29,0.0,9.57,NORMAL
2024-09-30 18:40:29,0.0,9.54,NORMAL
2024-09-30 18:55:29,0.0,9.51,NORMAL
2024-09-30 19:10:29,0.0,9.5,NORMAL
2024-09-30 19:25:29,0.0,9.5,NORMAL
2024-09-30 19:40:29,0.0,9.52,NORMAL
2024-09-30 19:55:29,0.0,9.55,NORMAL
2024-09-30 20:10:29,0.0,9.59,NORMAL
2024-09-30 20:25:29,0.0,9.65,NORMAL
2024-09-30 20:40:29,0.0,9.71,NORMAL
2024-09-30 20:55:29,0.0,9.78,NORMAL
2024-09-30 21:10:29,0.0,9.86,NORMAL
2024-09-30 21:25:29,0.0,9.94,NORMAL
2024-09-30 21:40:29,0.0,10.03,NORMAL
2024-09-30 21:55:29,0.0,10.11,NORMAL
2024-09-30 22:10:29,0.0,10.19,NORMAL
2024-09-30 22:25:29,0.0,10.26,NORMAL
2024-09-30 22:40:29,0.0,10.33,NORMAL
2024-09-30 22:55:29,0.0,10.39,NORMAL
2024-09-30 23:10:29,0.0,10.43,NORMAL
2024-09-30 23:25:29,0.0,10.47,NORMAL
2024-09-30 23:40:29,0.0,10.49,NORMAL
2024-09-30 23:55:29,0.0,10.5,NORMAL
2024-10-01 00:10:29,0.0,10.49,NORMAL
2024-10-01 00:25:29,0.0,10.48,NORMAL
2024-10-01 00:40:29,0.0,10.44,NORMAL
2024-10-01 00:55:29,0.0,10.4,NORMAL
2024-10-01 01:10:29,0.0,10.34,NORMAL
2024-10-01 01:25:29,0.0,10.28,NORMAL
2024-10-01 01:40:29,0.0,10.21,NORMAL
2024-10-01 01:55:29,0.0,13.68,ANOMALOUS
2024-10-01 02:10:29,0.0,10.04,NORMAL
2024-10-01 02:25:29,0.0,9.96,NORMAL
2024-10-01 02:40:29,0.0,9.88,NORMAL
2024-10-01 02:55:29,0.0,9.8,NORMAL
2024-10-01 03:10:29,0.0,9.73,NORMAL
2024-10-01 03:25:29,0.0,9.66,NORMAL
2024-10-01 03:40:29,0.0,9.61,NORMAL
2024-10-01 03:55:29,0.0,9.56,NORMAL
2024-10-01 04:10:29,0.0,9.53,NORMAL
2024-10-01 04:25:29,0.0,9.51,NORMAL
2024-10-01 04:40:29,0.0,9.5,NORMAL
2024-10-01 04:55:29,0.0,9.51,NORMAL
2024-10-01 05:10:29,0.0,9.53,NORMAL
2024-10-01 05:25:29,0.0,9.56,NORMAL
2024-10-01 05:40:29,0.0,5.89,ANOMALOUS
2024-10-01 05:55:29,0.0,9.67,NORMAL
2024-10-01 06:10:29,0.0,9.73,NORMAL
2024-10-01 06:25:29,0.0,9.81,NORMAL
2024-10-01 06:40:29,0.0,9.89,NORMAL
2024-10-01 06:55:29,0.0,9.97,NORMAL
2024-10-01 07:10:29,0.0,10.05,NORMAL
2024-10-01 07:25:29,0.0,10.13,NORMAL
2024-10-01 07:40:29,0.0,10.21,NORMAL
2024-10-01 07:55:29,0.0,10.28,NORMAL
2024-10-01 08:10:29,0.0,10.35,NORMAL
2024-10-01 08:25:29,0.0,10.4,NORMAL
2024-10-01 08:40:29,0.0,10.45,NORMAL
2024-10-01 08:55:29,0.0,10.48,NORMAL
2024-10-01 09:10:29,0.0,10.5,NORMAL
2024-10-01 09:25:29,0.0,10.5,NORMAL
2024-10-01 09:40:29,0.0,14.07,ANOMALOUS
2024-10-01 09:55:29,0.0,10.47,NORMAL
2024-10-01 10:10:29,0.0,10.43,NORMAL
2024-10-01 10:25:29,0.0,10.38,NORMAL
2024-10-01 10:40:29,0.0,10.32,NORMAL
2024-10-01 10:55:29,0.0,10.26,NORMAL
2024-10-01 11:10:29,0.0,10.18,NORMAL
2024-10-01 11:25:29,0.0,10.1,NORMAL
2024-10-01 11:40:29,0.0,10.02,NORMAL
2024-10-01 11:55:29,0.0,9.94,NORMAL
2024-10-01 12:10:29,0.0,9.86,NORMAL
2024-10-01 12:25:29,0.0,9.78,NORMAL
2024-10-01 12:40:29,0.0,9.71,NORMAL
2024-10-01 12:55:29,0.0,9.64,NORMAL
2024-10-01 13:10:29,0.0,9.59,NORMAL
2024-10-01 13:25:29,0.0,9.55,NORMAL
2024-10-01 13:40:29,0.0,9.52,NORMAL
2024-10-01 13:55:29,0.0,6.19,ANOMALOUS
2024-10-01 14:10:29,0.0,9.5,NORMAL
2024-10-01 14:25:29,0.0,9.51,NORMAL
2024-10-01 14:40:29,0.0,9.54,NORMAL
2024-10-01 14:55:29,0.0,9.58,NORMAL
2024-10-01 15:10:29,0.0,9.62,NORMAL
2024-10-01 15:25:29,0.0,9.69,NORMAL
2024-10-01 15:40:29,0.0,9.75,NORMAL
2024-10-01 15:55:29,0.0,9.83,NORMAL
2024-10-01 16:10:29,0.0,9.91,NORMAL
2024-10-01 16:25:29,0.0,9.99,NORMAL
2024-10-01 16:40:29,0.0,10.08,NORMAL
2024-10-01 16:55:29,0.0,10.16,NORMAL
2024-10-01 17:10:29,0.0,10.23,NORMAL
2024-10-01 17:25:29,0.0,10.3,NORMAL
2024-10-01 17:40:29,0.0,8.75,NORMAL
2024-10-01 17:55:29,0.0,10.42,NORMAL
2024-10-01 18:10:29,0.0,10.46,NORMAL
2024-10-01 18:25:29,0.0,10.48,NORMAL
2024-10-01 18:40:29,0.0,10.5,NORMAL
