Timestamp,Temperature (°C),Status
2024-09-27 09:28:54,25.05,NORMAL
2024-09-27 09:43:54,24.95,NORMAL
2024-09-27 09:58:54,24.86,NORMAL
2024-09-27 10:13:54,24.76,NORMAL
2024-09-27 10:28:54,24.68,NORMAL
2024-09-27 10:43:54,24.61,NORMAL
2024-09-27 10:58:54,24.56,NORMAL
2024-09-27 11:13:54,24.52,NORMAL
2024-09-27 11:28:54,24.5,NORMAL
2024-09-27 11:43:54,24.5,NORMAL
2024-09-27 11:58:54,24.53,NORMAL
2024-09-27 12:13:54,27.76,NORMAL
2024-09-27 12:28:54,24.62,NORMAL
2024-09-27 12:43:54,24.7,NORMAL
2024-09-27 12:58:54,24.78,NORMAL
2024-09-27 13:13:54,24.88,NORMAL
2024-09-27 13:28:54,24.98,NORMAL
2024-09-27 13:43:54,25.07,NORMAL
2024-09-27 13:58:54,25.17,NORMAL
2024-09-27 14:13:54,25.26,NORMAL
2024-09-27 14:28:54,25.34,NORMAL
2024-09-27 14:43:54,25.41,NORMAL
2024-09-27 14:58:54,25.46,NORMAL
2024-09-27 15:13:54,25.49,NORMAL
2024-09-27 15:28:54,25.5,NORMAL
2024-09-27 15:43:54,25.49,NORMAL
2024-09-27 15:58:54,25.46,NORMAL
2024-09-27 16:13:54,25.42,NORMAL
2024-09-27 16:28:54,25.36,NORMAL
2024-09-27 16:43:54,25.28,NORMAL
2024-09-27 16:58:54,25.19,NORMAL
2024-09-27 17:13:54,25.09,NORMAL
2024-09-27 17:28:54,25.0,NORMAL
2024-09-27 17:43:54,24.9,NORMAL
2024-09-27 17:58:54,24.8,NORMAL
2024-09-27 18:13:54,24.71,NORMAL
2024-09-27 18:28:54,24.64,NORMAL
2024-09-27 18:43:54,24.58,NORMAL
2024-09-27 18:58:54,24.53,NORMAL
2024-09-27 19:13:54,22.45,NORMAL
2024-09-27 19:28:54,24.5,NORMAL
2024-09-27 19:43:54,24.51,NORMAL
2024-09-27 19:58:54,24.55,NORMAL
2024-09-27 20:13:54,24.6,NORMAL
2024-09-27 20:28:54,34.29,ANOMALOUS
2024-09-27 20:43:54,24.75,NORMAL
2024-09-27 20:58:54,24.84,NORMAL
2024-09-27 21:13:54,24.93,NORMAL
2024-09-27 21:28:54,25.03,NORMAL
2024-09-27 21:43:54,18.11,ANOMALOUS
2024-09-27 21:58:54,25.23,NORMAL
2024-09-27 22:13:54,25.31,NORMAL
2024-09-27 22:28:54,25.38,NORMAL
2024-09-27 22:43:54,25.44,NORMAL
2024-09-27 22:58:54,24.95,NORMAL
2024-09-27 23:13:54,25.5,NORMAL
2024-09-27 23:28:54,25.5,NORMAL
2024-09-27 23:43:54,25.48,NORMAL
2024-09-27 23:58:54,25.44,NORMAL
2024-09-28 00:13:54,25.38,NORMAL
2024-09-28 00:28:54,25.31,NORMAL
2024-09-28 00:43:54,25.23,NORMAL
2024-09-28 00:58:54,25.14,NORMAL
2024-09-28 01:13:54,25.04,NORMAL
2024-09-28 01:28:54,20.97,NORMAL
2024-09-28 01:43:54,24.84,NORMAL
2024-09-28 01:58:54,24.75,NORMAL
2024-09-28 02:13:54,24.67,NORMAL
2024-09-28 02:28:54,24.6,NORMAL
2024-09-28 02:43:54,24.55,NORMAL
2024-09-28 02:58:54,24.51,NORMAL
2024-09-28 03:13:54,24.5,NORMAL
2024-09-28 03:28:54,24.51,NORMAL
2024-09-28 03:43:54,24.53,NORMAL
2024-09-28 03:58:54,24.58,NORMAL
2024-09-28 04:13:54,24.64,NORMAL
2024-09-28 04:28:54,24.71,NORMAL
2024-09-28 04:43:54,24.8,NORMAL
2024-09-28 04:58:54,24.89,NORMAL
2024-09-28 05:13:54,24.99,NORMAL
2024-09-28 05:28:54,25.09,NORMAL
2024-09-28 05:43:54,25.19,NORMAL
2024-09-28 05:58:54,25.28,NORMAL
2024-09-28 06:13:54,25.35,NORMAL
2024-09-28 06:28:54,25.42,NORMAL
2024-09-28 06:43:54,25.46,NORMAL
2024-09-28 06:58:54,25.49,NORMAL
2024-09-28 07:13:54,25.5,NORMAL
2024-09-28 07:28:54,25.49,NORMAL
2024-09-28 07:43:54,25.46,NORMAL
2024-09-28 07:58:54,25.41,NORMAL
2024-09-28 08:13:54,29.64,NORMAL
2024-09-28 08:28:54,25.26,NORMAL
2024-09-28 08:43:54,25.17,NORMAL
2024-09-28 08:58:54,25.08,NORMAL
2024-09-28 09:13:54,24.98,NORMAL
2024-09-28 09:28:54,24.88,NORMAL
2024-09-28 09:43:54,24.79,NORMAL
2024-09-28 09:58:54,24.7,NORMAL
2024-09-28 10:13:54,24.63,NORMAL
2024-09-28 10:28:54,24.57,NORMAL
2024-09-28 10:43:54,24.53,NORMAL
2024-09-28 10:58:54,24.5,NORMAL
2024-09-28 11:13:54,24.5,NORMAL
2024-09-28 11:28:54,24.52,NORMAL
2024-09-28 11:43:54,15.13,ANOMALOUS
2024-09-28 11:58:54,24.61,NORMAL
2024-09-28 12:13:54,24.68,NORMAL
2024-09-28 12:28:54,24.76,NORMAL
2024-09-28 12:43:54,24.85,NORMAL
2024-09-28 12:58:54,24.95,NORMAL
2024-09-28 13:13:54,25.05,NORMAL
2024-09-28 13:28:54,25.15,NORMAL
2024-09-28 13:43:54,25.24,NORMAL
2024-09-28 13:58:54,25.32,NORMAL
2024-09-28 14:13:54,25.39,NORMAL
2024-09-28 14:28:54,25.45,NORMAL
2024-09-28 14:43:54,25.48,NORMAL
2024-09-28 14:58:54,33.67,ANOMALOUS
2024-09-28 15:13:54,25.5,NORMAL
2024-09-28 15:28:54,25.47,NORMAL
2024-09-28 15:43:54,25.43,NORMAL
2024-09-28 15:58:54,25.37,NORMAL
2024-09-28 16:13:54,25.3,NORMAL
2024-09-28 16:28:54,25.21,NORMAL
2024-09-28 16:43:54,25.12,NORMAL
2024-09-28 16:58:54,25.02,NORMAL
2024-09-28 17:13:54,24.92,NORMAL
2024-09-28 17:28:54,24.82,NORMAL
2024-09-28 17:43:54,24.73,NORMAL
2024-09-28 17:58:54,24.66,NORMAL
2024-09-28 18:13:54,24.59,NORMAL
2024-09-28 18:28:54,24.54,NORMAL
2024-09-28 18:43:54,18.77,ANOMALOUS
2024-09-28 18:58:54,24.5,NORMAL
2024-09-28 19:13:54,24.51,NORMAL
2024-09-28 19:28:54,27.84,NORMAL
2024-09-28 19:43:54,24.58,NORMAL
2024-09-28 19:58:54,24.65,NORMAL
2024-09-28 20:13:54,24.73,NORMAL
2024-09-28 20:28:54,24.81,NORMAL
2024-09-28 20:43:54,24.91,NORMAL
2024-09-28 20:58:54,25.01,NORMAL
2024-09-28 21:13:54,25.11,NORMAL
2024-09-28 21:28:54,25.2,NORMAL
2024-09-28 21:43:54,16.84,ANOMALOUS
2024-09-28 21:58:54,25.36,NORMAL
2024-09-28 22:13:54,25.43,NORMAL
2024-09-28 22:28:54,25.47,NORMAL
2024-09-28 22:43:54,25.49,NORMAL
2024-09-28 22:58:54,25.5,NORMAL
2024-09-28 23:13:54,25.48,NORMAL
2024-09-28 23:28:54,25.45,NORMAL
2024-09-28 23:43:54,25.4,NORMAL
2024-09-28 23:58:54,25.33,NORMAL
2024-09-29 00:13:54,33.35,ANOMALOUS
2024-09-29 00:28:54,25.16,NORMAL
2024-09-29 00:43:54,25.06,NORMAL
2024-09-29 00:58:54,24.96,NORMAL
2024-09-29 01:13:54,24.86,NORMAL
2024-09-29 01:28:54,24.77,NORMAL
2024-09-29 01:43:54,24.69,NORMAL
2024-09-29 01:58:54,24.62,NORMAL
2024-09-29 02:13:54,24.56,NORMAL
2024-09-29 02:28:54,24.52,NORMAL
2024-09-29 02:43:54,24.5,NORMAL
2024-09-29 02:58:54,24.5,NORMAL
2024-09-29 03:13:54,24.52,NORMAL
2024-09-29 03:28:54,24.56,NORMAL
2024-09-29 03:43:54,24.62,NORMAL
2024-09-29 03:58:54,24.69,NORMAL
2024-09-29 04:13:54,24.78,NORMAL
2024-09-29 04:28:54,24.87,NORMAL
2024-09-29 04:43:54,24.97,NORMAL
2024-09-29 04:58:54,25.07,NORMAL
2024-09-29 05:13:54,34.1,ANOMALOUS
2024-09-29 05:28:54,25.25,NORMAL
2024-09-29 05:43:54,25.34,NORMAL
2024-09-29 05:58:54,25.4,NORMAL
2024-09-29 06:13:54,25.45,NORMAL
2024-09-29 06:28:54,25.49,NORMAL
2024-09-29 06:43:54,25.5,NORMAL
2024-09-29 06:58:54,25.49,NORMAL
2024-09-29 07:13:54,25.47,NORMAL
2024-09-29 07:28:54,25.42,NORMAL
2024-09-29 07:43:54,25.36,NORMAL
2024-09-29 07:58:54,25.29,NORMAL
2024-09-29 08:13:54,14.39,ANOMALOUS
2024-09-29 08:28:54,25.1,NORMAL
2024-09-29 08:43:54,25.0,NORMAL
2024-09-29 08:58:54,24.9,NORMAL
2024-09-29 09:13:54,24.81,NORMAL
2024-09-29 09:28:54,24.72,NORMAL
2024-09-29 09:43:54,24.64,NORMAL
2024-09-29 09:58:54,24.58,NORMAL
2024-09-29 10:13:54,24.54,NORMAL
2024-09-29 10:28:54,24.51,NORMAL
2024-09-29 10:43:54,24.5,NORMAL
2024-09-29 10:58:54,24.51,NORMAL
2024-09-29 11:13:54,24.54,NORMAL
2024-09-29 11:28:54,24.59,NORMAL
2024-09-29 11:43:54,24.66,NORMAL
2024-09-29 11:58:54,24.74,NORMAL
2024-09-29 12:13:54,24.83,NORMAL
2024-09-29 12:28:54,24.93,NORMAL
2024-09-29 12:43:54,25.03,NORMAL
2024-09-29 12:58:54,25.12,NORMAL
2024-09-29 13:13:54,25.22,NORMAL
2024-09-29 13:28:54,25.3,NORMAL
2024-09-29 13:43:54,25.38,NORMAL
2024-09-29 13:58:54,25.43,NORMAL
2024-09-29 14:13:54,25.47,NORMAL
2024-09-29 14:28:54,25.5,NORMAL
2024-09-29 14:43:54,25.5,NORMAL
2024-09-29 14:58:54,25.48,NORMAL
2024-09-29 15:13:54,25.44,NORMAL
2024-09-29 15:28:54,25.39,NORMAL
2024-09-29 15:43:54,25.32,NORMAL
2024-09-29 15:58:54,25.24,NORMAL
2024-09-29 16:13:54,25.14,NORMAL
2024-09-29 16:28:54,25.05,NORMAL
2024-09-29 16:43:54,24.95,NORMAL
2024-09-29 16:58:54,24.85,NORMAL
2024-09-29 17:13:54,24.76,NORMAL
2024-09-29 17:28:54,24.67,NORMAL
2024-09-29 17:43:54,24.61,NORMAL
2024-09-29 17:58:54,24.55,NORMAL
2024-09-29 18:13:54,24.52,NORMAL
2024-09-29 18:28:54,24.5,NORMAL
2024-09-29 18:43:54,24.5,NORMAL
2024-09-29 18:58:54,24.53,NORMAL
2024-09-29 19:13:54,24.57,NORMAL
2024-09-29 19:28:54,24.63,NORMAL
2024-09-29 19:43:54,24.7,NORMAL
2024-09-29 19:58:54,24.79,NORMAL
2024-09-29 20:13:54,24.89,NORMAL
2024-09-29 20:28:54,24.98,NORMAL
2024-09-29 20:43:54,25.08,NORMAL
2024-09-29 20:58:54,25.18,NORMAL
2024-09-29 21:13:54,25.27,NORMAL
2024-09-29 21:28:54,15.19,ANOMALOUS
2024-09-29 21:43:54,25.41,NORMAL
2024-09-29 21:58:54,25.46,NORMAL
2024-09-29 22:13:54,25.49,NORMAL
2024-09-29 22:28:54,25.5,NORMAL
2024-09-29 22:43:54,25.49,NORMAL
2024-09-29 22:58:54,25.46,NORMAL
2024-09-29 23:13:54,25.41,NORMAL
2024-09-29 23:28:54,25.35,NORMAL
2024-09-29 23:43:54,25.27,NORMAL
2024-09-29 23:58:54,25.18,NORMAL
2024-09-30 00:13:54,25.09,NORMAL
2024-09-30 00:28:54,33.02,ANOMALOUS
2024-09-30 00:43:54,36.13,ANOMALOUS
2024-09-30 00:58:54,24.79,NORMAL
2024-09-30 01:13:54,24.71,NORMAL
2024-09-30 01:28:54,24.63,NORMAL
2024-09-30 01:43:54,24.57,NORMAL
2024-09-30 01:58:54,24.53,NORMAL
2024-09-30 02:13:54,24.51,NORMAL
2024-09-30 02:28:54,24.5,NORMAL
2024-09-30 02:43:54,24.52,NORMAL
2024-09-30 02:58:54,24.55,NORMAL
2024-09-30 03:13:54,24.6,NORMAL
2024-09-30 03:28:54,24.67,NORMAL
2024-09-30 03:43:54,24.75,NORMAL
2024-09-30 03:58:54,24.85,NORMAL
2024-09-30 04:13:54,24.94,NORMAL
2024-09-30 04:28:54,25.04,NORMAL
2024-09-30 04:43:54,25.14,NORMAL
2024-09-30 04:58:54,25.23,NORMAL
2024-09-30 05:13:54,25.32,NORMAL
2024-09-30 05:28:54,25.39,NORMAL
2024-09-30 05:43:54,25.44,NORMAL
2024-09-30 05:58:54,25.48,NORMAL
2024-09-30 06:13:54,25.5,NORMAL
2024-09-30 06:28:54,25.5,NORMAL
2024-09-30 06:43:54,25.48,NORMAL
2024-09-30 06:58:54,25.44,NORMAL
2024-09-30 07:13:54,25.38,NORMAL
2024-09-30 07:28:54,25.31,NORMAL
2024-09-30 07:43:54,17.57,ANOMALOUS
2024-09-30 07:58:54,25.13,NORMAL
2024-09-30 08:13:54,25.03,NORMAL
2024-09-30 08:28:54,24.93,NORMAL
2024-09-30 08:43:54,24.83,NORMAL
2024-09-30 08:58:54,24.74,NORMAL
2024-09-30 09:13:54,24.66,NORMAL
2024-09-30 09:28:54,24.6,NORMAL
2024-09-30 09:43:54,24.54,NORMAL
2024-09-30 09:58:54,24.51,NORMAL
2024-09-30 10:13:54,24.5,NORMAL
2024-09-30 10:28:54,24.51,NORMAL
2024-09-30 10:43:54,24.53,NORMAL
2024-09-30 10:58:54,24.58,NORMAL
2024-09-30 11:13:54,24.64,NORMAL
2024-09-30 11:28:54,24.72,NORMAL
2024-09-30 11:43:54,24.81,NORMAL
2024-09-30 11:58:54,24.9,NORMAL
2024-09-30 12:13:54,23.98,NORMAL
2024-09-30 12:28:54,25.1,NORMAL
2024-09-30 12:43:54,25.2,NORMAL
2024-09-30 12:58:54,29.04,NORMAL
2024-09-30 13:13:54,25.36,NORMAL
2024-09-30 13:28:54,25.42,NORMAL
2024-09-30 13:43:54,25.47,NORMAL
2024-09-30 13:58:54,25.49,NORMAL
2024-09-30 14:13:54,25.5,NORMAL
2024-09-30 14:28:54,25.49,NORMAL
2024-09-30 14:43:54,25.45,NORMAL
2024-09-30 14:58:54,25.4,NORMAL
2024-09-30 15:13:54,25.34,NORMAL
2024-09-30 15:28:54,25.26,NORMAL
2024-09-30 15:43:54,25.17,NORMAL
2024-09-30 15:58:54,25.07,NORMAL
2024-09-30 16:13:54,24.97,NORMAL
2024-09-30 16:28:54,24.87,NORMAL
2024-09-30 16:43:54,24.78,NORMAL
2024-09-30 16:58:54,24.69,NORMAL
2024-09-30 17:13:54,24.62,NORMAL
2024-09-30 17:28:54,24.56,NORMAL
2024-09-30 17:43:54,24.52,NORMAL
2024-09-30 17:58:54,24.5,NORMAL
2024-09-30 18:13:54,24.5,NORMAL
2024-09-30 18:28:54,32.81,ANOMALOUS
2024-09-30 18:43:54,24.56,NORMAL
2024-09-30 18:58:54,24.61,NORMAL
2024-09-30 19:13:54,24.69,NORMAL
2024-09-30 19:28:54,24.77,NORMAL
2024-09-30 19:43:54,24.86,NORMAL
2024-09-30 19:58:54,24.96,NORMAL
2024-09-30 20:13:54,25.06,NORMAL
2024-09-30 20:28:54,25.16,NORMAL
2024-09-30 20:43:54,25.25,NORMAL
2024-09-30 20:58:54,25.33,NORMAL
2024-09-30 21:13:54,25.4,NORMAL
2024-09-30 21:28:54,25.45,NORMAL
2024-09-30 21:43:54,25.48,NORMAL
2024-09-30 21:58:54,25.5,NORMAL
2024-09-30 22:13:54,25.49,NORMAL
2024-09-30 22:28:54,25.47,NORMAL
2024-09-30 22:43:54,25.43,NORMAL
2024-09-30 22:58:54,33.36,ANOMALOUS
2024-09-30 23:13:54,25.29,NORMAL
2024-09-30 23:28:54,25.21,NORMAL
2024-09-30 23:43:54,25.11,NORMAL
2024-09-30 23:58:54,25.01,NORMAL
2024-10-01 00:13:54,24.91,NORMAL
2024-10-01 00:28:54,24.82,NORMAL
2024-10-01 00:43:54,21.89,NORMAL
2024-10-01 00:58:54,24.65,NORMAL
2024-10-01 01:13:54,24.59,NORMAL
2024-10-01 01:28:54,24.54,NORMAL
2024-10-01 01:43:54,24.51,NORMAL
2024-10-01 01:58:54,24.5,NORMAL
2024-10-01 02:13:54,24.51,NORMAL
2024-10-01 02:28:54,24.54,NORMAL
2024-10-01 02:43:54,24.59,NORMAL
2024-10-01 02:58:54,24.65,NORMAL
2024-10-01 03:13:54,24.73,NORMAL
2024-10-01 03:28:54,24.82,NORMAL
2024-10-01 03:43:54,24.92,NORMAL
2024-10-01 03:58:54,25.02,NORMAL
2024-10-01 04:13:54,19.21,ANOMALOUS
2024-10-01 04:28:54,25.21,NORMAL
2024-10-01 04:43:54,25.3,NORMAL
2024-10-01 04:58:54,25.37,NORMAL
2024-10-01 05:13:54,25.43,NORMAL
2024-10-01 05:28:54,25.47,NORMAL
2024-10-01 05:43:54,34.99,ANOMALOUS
2024-10-01 05:58:54,25.5,NORMAL
2024-10-01 06:13:54,25.48,NORMAL
2024-10-01 06:28:54,25.45,NORMAL
2024-10-01 06:43:54,25.39,NORMAL
2024-10-01 06:58:54,25.32,NORMAL
2024-10-01 07:13:54,25.24,NORMAL
2024-10-01 07:28:54,25.15,NORMAL
2024-10-01 07:43:54,25.05,NORMAL
2024-10-01 07:58:54,24.95,NORMAL
2024-10-01 08:13:54,24.86,NORMAL
2024-10-01 08:28:54,24.76,NORMAL
2024-10-01 08:43:54,24.68,NORMAL
2024-10-01 08:58:54,24.61,NORMAL
2024-10-01 09:13:54,24.56,NORMAL
2024-10-01 09:28:54,12.63,ANOMALOUS
2024-10-01 09:43:54,24.5,NORMAL
2024-10-01 09:58:54,24.5,NORMAL
2024-10-01 10:13:54,24.53,NORMAL
2024-10-01 10:28:54,24.57,NORMAL
2024-10-01 10:43:54,24.63,NORMAL
2024-10-01 10:58:54,24.7,NORMAL
2024-10-01 11:13:54,27.28,NORMAL
2024-10-01 11:28:54,24.88,NORMAL
2024-10-01 11:43:54,24.98,NORMAL
2024-10-01 11:58:54,25.08,NORMAL
2024-10-01 12:13:54,25.17,NORMAL
2024-10-01 12:28:54,25.26,NORMAL
2024-10-01 12:43:54,25.34,NORMAL
2024-10-01 12:58:54,25.41,NORMAL
2024-10-01 13:13:54,25.46,NORMAL
2024-10-01 13:28:54,25.49,NORMAL
2024-10-01 13:43:54,25.5,NORMAL
2024-10-01 13:58:54,25.49,NORMAL
2024-10-01 14:13:54,25.46,NORMAL
2024-10-01 14:28:54,25.42,NORMAL
2024-10-01 14:43:54,25.35,NORMAL
2024-10-01 14:58:54,25.28,NORMAL
2024-10-01 15:13:54,25.19,NORMAL
2024-10-01 15:28:54,25.09,NORMAL
2024-10-01 15:43:54,24.99,NORMAL
2024-10-01 15:58:54,24.9,NORMAL
2024-10-01 16:13:54,24.8,NORMAL
2024-10-01 16:28:54,24.71,NORMAL
2024-10-01 16:43:54,24.64,NORMAL
2024-10-01 16:58:54,24.58,NORMAL
2024-10-01 17:13:54,24.53,NORMAL
2024-10-01 17:28:54,24.51,NORMAL
2024-10-01 17:43:54,24.5,NORMAL
2024-10-01 17:58:54,24.51,NORMAL
2024-10-01 18:13:54,24.55,NORMAL
2024-10-01 18:28:54,24.6,NORMAL
2024-10-01 18:43:54,24.67,NORMAL
