Timestamp,Water Volume,Flow Rate,Status
9/27/2024 18:58,707.39,10.23,NORMAL
9/27/2024 19:13,704.81,10.3,NORMAL
9/27/2024 19:28,702.22,10.36,NORMAL
9/27/2024 19:43,699.61,10.42,NORMAL
9/27/2024 19:58,697,10.46,NORMAL
9/27/2024 20:13,694.38,10.48,NORMAL
9/27/2024 20:28,691.75,10.5,NORMAL
9/27/2024 20:43,689.13,10.5,NORMAL
9/27/2024 20:58,686.51,10.48,NORMAL
9/27/2024 21:13,683.89,10.46,NORMAL
9/27/2024 21:28,681.29,10.42,NORMAL
9/27/2024 21:43,678.7,10.37,NORMAL
9/27/2024 21:58,676.12,10.31,NORMAL
9/27/2024 22:13,673.56,10.24,NORMAL
9/27/2024 22:28,671.02,10.16,NORMAL
9/27/2024 22:43,668.5,10.08,NORMAL
9/27/2024 22:58,666,10,NORMAL
9/27/2024 23:13,663.53,9.91,NORMAL
9/27/2024 23:28,661.07,9.83,NORMAL
9/27/2024 23:43,658.63,9.76,NORMAL
9/27/2024 23:58,656.21,9.69,NORMAL
9/28/2024 0:13,653.8,9.63,NORMAL
9/28/2024 0:28,651.41,9.58,NORMAL
9/28/2024 0:43,649.02,9.54,NORMAL
9/28/2024 0:58,646.64,9.51,NORMAL
9/28/2024 1:13,644.27,9.5,NORMAL
9/28/2024 1:28,641.89,9.5,NORMAL
9/28/2024 1:43,639.51,9.52,NORMAL
9/28/2024 1:58,637.13,9.55,NORMAL
9/28/2024 2:13,634.73,9.59,NORMAL
9/28/2024 2:28,632.32,9.64,NORMAL
9/28/2024 2:43,629.89,9.7,NORMAL
9/28/2024 2:58,627.45,9.78,NORMAL
9/28/2024 3:13,624.99,9.85,NORMAL
9/28/2024 3:28,622.5,9.93,NORMAL
9/28/2024 3:43,620,8.04,NORMAL
9/28/2024 3:58,617.47,10.1,NORMAL
9/28/2024 4:13,614.93,10.18,NORMAL
9/28/2024 4:28,612.36,10.25,NORMAL
9/28/2024 4:43,609.78,10.32,NORMAL
9/28/2024 4:58,607.19,10.38,NORMAL
9/28/2024 5:13,604.58,10.43,NORMAL
9/28/2024 5:28,601.96,10.47,NORMAL
9/28/2024 5:43,599.34,10.49,NORMAL
9/28/2024 5:58,596.72,10.5,NORMAL
9/28/2024 6:13,594.09,10.5,NORMAL
9/28/2024 6:28,591.47,10.48,NORMAL
9/28/2024 6:43,588.86,10.45,NORMAL
9/28/2024 6:58,586.26,10.4,NORMAL
9/28/2024 7:13,583.67,10.35,NORMAL
9/28/2024 7:28,581.1,10.29,NORMAL
9/28/2024 7:43,578.55,10.21,NORMAL
9/28/2024 7:58,576.01,10.14,NORMAL
9/28/2024 8:13,573.5,10.05,NORMAL
9/28/2024 8:28,571.01,9.97,NORMAL
9/28/2024 8:43,568.54,9.89,NORMAL
9/28/2024 8:58,566.08,9.81,NORMAL
9/28/2024 9:13,563.65,9.73,NORMAL
9/28/2024 9:28,561.23,9.67,NORMAL
9/28/2024 9:43,558.83,9.61,NORMAL
9/28/2024 9:58,556.44,9.56,NORMAL
9/28/2024 10:13,554.06,9.53,NORMAL
9/28/2024 10:28,551.68,9.51,NORMAL
9/28/2024 10:43,549.31,9.5,NORMAL
9/28/2024 10:58,546.93,9.51,NORMAL
9/28/2024 11:13,544.55,9.53,NORMAL
9/28/2024 11:28,542.16,9.56,NORMAL
9/28/2024 11:43,539.76,9.6,NORMAL
9/28/2024 11:58,537.34,6.69,ANOMALOUS
9/28/2024 12:13,534.91,9.72,NORMAL
9/28/2024 12:28,532.46,9.8,NORMAL
9/28/2024 12:43,529.99,9.88,NORMAL
9/28/2024 12:58,527.5,9.96,NORMAL
9/28/2024 13:13,524.99,10.04,NORMAL
9/28/2024 13:28,522.46,10.12,NORMAL
9/28/2024 13:43,519.91,10.2,NORMAL
9/28/2024 13:58,517.34,10.28,NORMAL
9/28/2024 14:13,514.76,10.34,NORMAL
9/28/2024 14:28,512.16,10.4,NORMAL
9/28/2024 14:43,509.55,10.44,NORMAL
9/28/2024 14:58,506.93,10.47,NORMAL
9/28/2024 15:13,504.3,10.49,NORMAL
9/28/2024 15:28,501.68,10.5,NORMAL
9/28/2024 15:43,499.06,10.49,NORMAL
9/28/2024 15:58,496.44,10.47,NORMAL
9/28/2024 16:13,493.83,10.44,NORMAL
9/28/2024 16:28,491.23,10.39,NORMAL
9/28/2024 16:43,488.65,10.33,NORMAL
9/28/2024 16:58,486.08,11.93,NORMAL
9/28/2024 17:13,483.54,10.19,NORMAL
9/28/2024 17:28,481.01,10.11,NORMAL
9/28/2024 17:43,478.5,10.03,NORMAL
9/28/2024 17:58,476.01,9.95,NORMAL
9/28/2024 18:13,473.55,9.86,NORMAL
9/28/2024 18:28,471.1,9.79,NORMAL
9/28/2024 18:43,468.67,9.71,NORMAL
9/28/2024 18:58,466.26,9.65,NORMAL
9/28/2024 19:13,463.86,9.6,NORMAL
9/28/2024 19:28,461.47,9.55,NORMAL
9/28/2024 19:43,459.09,9.52,NORMAL
9/28/2024 19:58,456.72,5.8,ANOMALOUS
9/28/2024 20:13,454.34,9.5,NORMAL
9/28/2024 20:28,451.97,9.51,NORMAL
9/28/2024 20:43,449.58,9.53,NORMAL
9/28/2024 20:58,447.19,9.57,NORMAL
9/28/2024 21:13,444.78,9.62,NORMAL
9/28/2024 21:28,442.36,9.68,NORMAL
9/28/2024 21:43,439.93,9.75,NORMAL
9/28/2024 21:58,437.47,9.82,NORMAL
9/28/2024 22:13,435,9.9,NORMAL
9/28/2024 22:28,432.5,9.98,NORMAL
9/28/2024 22:43,429.98,10.07,NORMAL
9/28/2024 22:58,427.45,10.15,NORMAL
9/28/2024 23:13,424.89,10.23,NORMAL
9/28/2024 23:28,422.32,10.3,NORMAL
9/28/2024 23:43,419.73,10.36,NORMAL
9/28/2024 23:58,417.12,10.41,NORMAL
9/29/2024 0:13,414.51,10.45,NORMAL
9/29/2024 0:28,411.89,10.48,NORMAL
9/29/2024 0:43,409.27,10.5,NORMAL
9/29/2024 0:58,406.64,10.5,NORMAL
9/29/2024 1:13,404.02,10.49,NORMAL
9/29/2024 1:28,401.4,12.73,ANOMALOUS
9/29/2024 1:43,398.8,10.42,NORMAL
9/29/2024 1:58,396.21,10.37,NORMAL
9/29/2024 2:13,393.63,10.31,NORMAL
9/29/2024 2:28,391.07,9.39,NORMAL
9/29/2024 2:43,388.53,10.17,NORMAL
9/29/2024 2:58,386,10.09,NORMAL
9/29/2024 3:13,383.5,10,NORMAL
9/29/2024 3:28,381.02,9.92,NORMAL
9/29/2024 3:43,378.56,9.84,NORMAL
9/29/2024 3:58,376.12,9.76,NORMAL
9/29/2024 4:13,373.7,9.69,NORMAL
9/29/2024 4:28,371.29,9.63,NORMAL
9/29/2024 4:43,368.9,9.58,NORMAL
9/29/2024 4:58,366.51,9.54,NORMAL
9/29/2024 5:13,364.13,9.51,NORMAL
9/29/2024 5:28,361.76,9.5,NORMAL
9/29/2024 5:43,359.38,9.5,NORMAL
9/29/2024 5:58,357,9.52,NORMAL
9/29/2024 6:13,354.62,9.54,NORMAL
9/29/2024 6:28,352.22,9.58,NORMAL
9/29/2024 6:43,349.81,9.64,NORMAL
9/29/2024 6:58,347.39,9.7,NORMAL
9/29/2024 7:13,344.94,9.77,NORMAL
9/29/2024 7:28,342.48,9.84,NORMAL
9/29/2024 7:43,340,12.84,ANOMALOUS
9/29/2024 7:58,337.5,10.01,NORMAL
9/29/2024 8:13,334.98,10.09,NORMAL
9/29/2024 8:28,332.43,10.17,NORMAL
9/29/2024 8:43,329.87,10.25,NORMAL
9/29/2024 8:58,327.29,10.32,NORMAL
9/29/2024 9:13,324.7,10.38,NORMAL
9/29/2024 9:28,322.09,10.43,NORMAL
9/29/2024 9:43,319.48,10.46,NORMAL
9/29/2024 9:58,316.85,10.49,NORMAL
9/29/2024 10:13,314.23,10.5,NORMAL
9/29/2024 10:28,311.6,6.59,ANOMALOUS
9/29/2024 10:43,308.98,10.48,NORMAL
9/29/2024 10:58,306.37,10.45,NORMAL
9/29/2024 11:13,303.77,10.41,NORMAL
9/29/2024 11:28,301.18,10.36,NORMAL
9/29/2024 11:43,298.61,10.29,NORMAL
9/29/2024 11:58,296.05,10.22,NORMAL
9/29/2024 12:13,293.52,10.14,NORMAL
9/29/2024 12:28,291,10.06,NORMAL
9/29/2024 12:43,288.51,9.98,NORMAL
9/29/2024 12:58,286.03,9.9,NORMAL
9/29/2024 13:13,283.58,9.82,NORMAL
9/29/2024 13:28,281.14,9.74,NORMAL
9/29/2024 13:43,278.72,9.67,NORMAL
9/29/2024 13:58,276.32,9.62,NORMAL
9/29/2024 14:13,273.93,9.57,NORMAL
9/29/2024 14:28,271.55,9.53,NORMAL
9/29/2024 14:43,269.17,9.51,NORMAL
9/29/2024 14:58,266.79,9.5,NORMAL
9/29/2024 15:13,264.42,9.5,NORMAL
9/29/2024 15:28,262.04,9.52,NORMAL
9/29/2024 15:43,259.65,9.55,NORMAL
9/29/2024 15:58,257.25,9.6,NORMAL
9/29/2024 16:13,254.83,9.65,NORMAL
9/29/2024 16:28,252.41,9.72,NORMAL
9/29/2024 16:43,249.96,9.79,NORMAL
9/29/2024 16:58,247.49,9.87,NORMAL
9/29/2024 17:13,245,9.95,NORMAL
9/29/2024 17:28,242.49,10.03,NORMAL
9/29/2024 17:43,239.96,10.12,NORMAL
9/29/2024 17:58,237.42,10.2,NORMAL
9/29/2024 18:13,234.85,10.27,NORMAL
9/29/2024 18:28,232.27,10.34,NORMAL
9/29/2024 18:43,229.67,10.39,NORMAL
9/29/2024 18:58,227.06,10.44,NORMAL
9/29/2024 19:13,224.44,10.47,NORMAL
9/29/2024 19:28,221.82,10.49,NORMAL
9/29/2024 19:43,219.19,10.5,NORMAL
9/29/2024 19:58,216.57,10.49,NORMAL
9/29/2024 20:13,213.95,10.47,NORMAL
9/29/2024 20:28,211.34,10.44,NORMAL
9/29/2024 20:43,208.74,10.39,NORMAL
9/29/2024 20:58,206.16,10.34,NORMAL
9/29/2024 21:13,203.59,10.27,NORMAL
9/29/2024 21:28,201.04,10.2,NORMAL
9/29/2024 21:43,198.51,10.12,NORMAL
9/29/2024 21:58,196,10.04,NORMAL
9/29/2024 22:13,193.51,6.03,ANOMALOUS
9/29/2024 22:28,191.04,9.87,NORMAL
9/29/2024 22:43,188.6,9.79,NORMAL
9/29/2024 22:58,186.17,9.72,NORMAL
9/29/2024 23:13,183.75,10.15,NORMAL
9/29/2024 23:28,181.35,9.6,NORMAL
9/29/2024 23:43,178.96,9.56,NORMAL
9/29/2024 23:58,176.58,9.52,NORMAL
9/30/2024 0:13,174.21,8.69,NORMAL
9/30/2024 0:28,171.83,9.5,NORMAL
9/30/2024 0:43,169.45,8.6,NORMAL
9/30/2024 0:58,167.07,9.53,NORMAL
9/30/2024 1:13,164.68,9.57,NORMAL
9/30/2024 1:28,162.28,9.61,NORMAL
9/30/2024 1:43,159.86,11.3,NORMAL
9/30/2024 1:58,157.42,9.74,NORMAL
9/30/2024 2:13,154.97,7.3,ANOMALOUS
9/30/2024 2:28,152.5,9.89,NORMAL
9/30/2024 2:43,150,9.98,NORMAL
9/30/2024 2:58,147.49,10.06,NORMAL
9/30/2024 3:13,144.95,10.14,NORMAL
9/30/2024 3:28,142.4,9.63,NORMAL
9/30/2024 3:43,139.83,10.29,NORMAL
9/30/2024 3:58,137.24,10.35,NORMAL
9/30/2024 4:13,134.64,10.62,NORMAL
9/30/2024 4:28,132.02,10.45,NORMAL
9/30/2024 4:43,129.4,11.47,NORMAL
9/30/2024 4:58,126.78,10.5,NORMAL
9/30/2024 5:13,124.15,10.5,NORMAL
9/30/2024 5:28,121.53,10.49,NORMAL
9/30/2024 5:43,118.92,10.46,NORMAL
9/30/2024 5:58,116.31,10.43,NORMAL
9/30/2024 6:13,113.71,10.38,NORMAL
9/30/2024 6:28,111.13,10.32,NORMAL
9/30/2024 6:43,108.57,10.25,NORMAL
9/30/2024 6:58,106.03,10.17,NORMAL
9/30/2024 7:13,103.51,10.09,NORMAL
9/30/2024 7:28,101,10.01,NORMAL
9/30/2024 7:43,98.52,9.93,NORMAL
9/30/2024 7:58,96.06,9.85,NORMAL
9/30/2024 8:13,93.62,9.77,NORMAL
9/30/2024 8:28,91.19,9.7,NORMAL
9/30/2024 8:43,88.78,9.64,NORMAL
9/30/2024 8:58,86.38,9.59,NORMAL
9/30/2024 9:13,84,9.55,NORMAL
9/30/2024 9:28,81.62,9.52,NORMAL
9/30/2024 9:43,79.24,9.5,NORMAL
9/30/2024 9:58,76.87,9.5,NORMAL
9/30/2024 10:13,74.49,9.51,NORMAL
9/30/2024 10:28,72.1,9.54,NORMAL
9/30/2024 10:43,69.71,9.58,NORMAL
9/30/2024 10:58,67.3,9.63,NORMAL
9/30/2024 11:13,64.88,9.69,NORMAL
9/30/2024 11:28,62.44,9.76,NORMAL
9/30/2024 11:43,59.98,7.07,ANOMALOUS
9/30/2024 11:58,57.5,9.92,NORMAL
9/30/2024 12:13,55,10,NORMAL
9/30/2024 12:28,52.48,10.08,NORMAL
9/30/2024 12:43,49.94,10.16,NORMAL
9/30/2024 12:58,47.38,10.24,NORMAL
9/30/2024 13:13,44.8,10.31,NORMAL
9/30/2024 13:28,42.21,9.33,NORMAL
9/30/2024 13:43,39.6,10.89,NORMAL
9/30/2024 13:58,36.99,10.46,NORMAL
9/30/2024 14:13,34.37,10.49,NORMAL
9/30/2024 14:28,31.74,10.5,NORMAL
9/30/2024 14:43,29.12,10.5,NORMAL
9/30/2024 14:58,26.5,10.48,NORMAL
9/30/2024 15:13,23.88,10.45,NORMAL
9/30/2024 15:28,21.28,10.41,NORMAL
9/30/2024 15:43,18.69,10.36,NORMAL
9/30/2024 15:58,16.11,10.3,NORMAL
9/30/2024 16:13,13.56,10.23,NORMAL
9/30/2024 16:28,11.02,10.15,NORMAL
9/30/2024 16:43,8.5,10.07,NORMAL
9/30/2024 16:58,6.01,9.99,NORMAL
9/30/2024 17:13,3.53,9.9,NORMAL
9/30/2024 17:28,1.07,9.82,NORMAL
9/30/2024 17:43,0,9.75,NORMAL
9/30/2024 17:58,0,9.68,NORMAL
9/30/2024 18:13,0,9.62,NORMAL
9/30/2024 18:28,0,9.57,NORMAL
9/30/2024 18:43,0,9.54,NORMAL
9/30/2024 18:58,0,9.51,NORMAL
9/30/2024 19:13,0,9.5,NORMAL
9/30/2024 19:28,0,9.5,NORMAL
9/30/2024 19:43,0,9.52,NORMAL
9/30/2024 19:58,0,9.55,NORMAL
9/30/2024 20:13,0,9.59,NORMAL
9/30/2024 20:28,0,9.65,NORMAL
9/30/2024 20:43,0,9.84,NORMAL
9/30/2024 20:58,0,9.78,NORMAL
9/30/2024 21:13,0,6.32,ANOMALOUS
9/30/2024 21:28,0,9.94,NORMAL
9/30/2024 21:43,0,10.03,NORMAL
9/30/2024 21:58,0,10.11,NORMAL
9/30/2024 22:13,0,10.19,NORMAL
9/30/2024 22:28,0,10.26,NORMAL
9/30/2024 22:43,0,10.33,NORMAL
9/30/2024 22:58,0,10.39,NORMAL
9/30/2024 23:13,0,10.43,NORMAL
9/30/2024 23:28,0,10.47,NORMAL
9/30/2024 23:43,0,10.49,NORMAL
9/30/2024 23:58,0,10.5,NORMAL
10/1/2024 0:13,0,14.52,ANOMALOUS
10/1/2024 0:28,0,10.48,NORMAL
10/1/2024 0:43,0,10.44,NORMAL
10/1/2024 0:58,0,10.4,NORMAL
10/1/2024 1:13,0,10.34,NORMAL
10/1/2024 1:28,0,10.28,NORMAL
10/1/2024 1:43,0,9.21,NORMAL
10/1/2024 1:58,0,10.13,NORMAL
10/1/2024 2:13,0,10.04,NORMAL
10/1/2024 2:28,0,9.96,NORMAL
10/1/2024 2:43,0,9.88,NORMAL
10/1/2024 2:58,0,9.8,NORMAL
10/1/2024 3:13,0,9.73,NORMAL
10/1/2024 3:28,0,9.66,NORMAL
10/1/2024 3:43,0,9.61,NORMAL
10/1/2024 3:58,0,9.56,NORMAL
10/1/2024 4:13,0,9.53,NORMAL
10/1/2024 4:28,0,9.51,NORMAL
10/1/2024 4:43,0,9.5,NORMAL
10/1/2024 4:58,0,9.51,NORMAL
10/1/2024 5:13,0,9.53,NORMAL
10/1/2024 5:28,0,9.56,NORMAL
10/1/2024 5:43,0,9.61,NORMAL
10/1/2024 5:58,0,9.67,NORMAL
10/1/2024 6:13,0,9.73,NORMAL
10/1/2024 6:28,0,9.81,NORMAL
10/1/2024 6:43,0,9.89,NORMAL
10/1/2024 6:58,0,9.97,NORMAL
10/1/2024 7:13,0,10.05,NORMAL
10/1/2024 7:28,0,10.13,NORMAL
10/1/2024 7:43,0,10.21,NORMAL
10/1/2024 7:58,0,10.28,NORMAL
10/1/2024 8:13,0,10.35,NORMAL
10/1/2024 8:28,0,10.4,NORMAL
10/1/2024 8:43,0,10.45,NORMAL
10/1/2024 8:58,0,10.48,NORMAL
10/1/2024 9:13,0,13.88,ANOMALOUS
10/1/2024 9:28,0,10.5,NORMAL
10/1/2024 9:43,0,10.49,NORMAL
10/1/2024 9:58,0,10.47,NORMAL
10/1/2024 10:13,0,10.43,NORMAL
10/1/2024 10:28,0,10.38,NORMAL
10/1/2024 10:43,0,10.32,NORMAL
10/1/2024 10:58,0,10.26,NORMAL
10/1/2024 11:13,0,10.18,NORMAL
10/1/2024 11:28,0,10.1,NORMAL
10/1/2024 11:43,0,10.02,NORMAL
10/1/2024 11:58,0,9.94,NORMAL
10/1/2024 12:13,0,9.86,NORMAL
10/1/2024 12:28,0,9.78,NORMAL
10/1/2024 12:43,0,9.71,NORMAL
10/1/2024 12:58,0,9.64,NORMAL
10/1/2024 13:13,0,9.59,NORMAL
10/1/2024 13:28,0,9.55,NORMAL
10/1/2024 13:43,0,9.52,NORMAL
10/1/2024 13:58,0,9.5,NORMAL
10/1/2024 14:13,0,9.5,NORMAL
10/1/2024 14:28,0,9.51,NORMAL
10/1/2024 14:43,0,9.54,NORMAL
10/1/2024 14:58,0,9.58,NORMAL
10/1/2024 15:13,0,9.62,NORMAL
10/1/2024 15:28,0,9.69,NORMAL
10/1/2024 15:43,0,9.75,NORMAL
10/1/2024 15:58,0,8.15,NORMAL
10/1/2024 16:13,0,9.91,NORMAL
10/1/2024 16:28,0,9.99,NORMAL
10/1/2024 16:43,0,10.08,NORMAL
10/1/2024 16:58,0,10.16,NORMAL
10/1/2024 17:13,0,10.23,NORMAL
10/1/2024 17:28,0,10.3,NORMAL
10/1/2024 17:43,0,10.37,NORMAL
10/1/2024 17:58,0,10.42,NORMAL
10/1/2024 18:13,0,10.46,NORMAL
10/1/2024 18:28,0,10.48,NORMAL
10/1/2024 18:43,0,10.5,NORMAL
