Timestamp,pH,Conductivity,Chlorine,Status
9/27/2024 2:25,7.4,194.56,0.75,ANOMALOUS
9/27/2024 2:40,7.41,193,1.04,NORMAL
9/27/2024 2:55,7.41,191.72,1.05,NORMAL
9/27/2024 3:10,7.42,190.77,1.05,NORMAL
9/27/2024 3:25,7.42,190.19,1.05,NORMAL
9/27/2024 3:40,7.43,190,1.05,NORMAL
9/27/2024 3:55,7.44,190.21,1.05,NORMAL
9/27/2024 4:10,7.44,190.81,1.05,NORMAL
9/27/2024 4:25,7.45,191.77,1.05,NORMAL
9/27/2024 4:40,7.46,193.06,1.04,NORMAL
9/27/2024 4:55,7.47,194.63,1.04,NORMAL
9/27/2024 5:10,7.48,196.42,1.03,NORMAL
9/27/2024 5:25,7.49,198.34,1.03,NORMAL
9/27/2024 5:40,7.5,200.34,1.02,NORMAL
9/27/2024 5:55,7.51,202.32,1.01,NORMAL
9/27/2024 6:10,7.52,204.2,1.01,NORMAL
9/27/2024 6:25,7.53,205.92,1,NORMAL
9/27/2024 6:40,7.54,207.4,0.99,NORMAL
9/27/2024 6:55,7.55,208.59,0.99,NORMAL
9/27/2024 7:10,7.56,209.44,0.98,NORMAL
9/27/2024 7:25,7.57,209.91,0.97,NORMAL
9/27/2024 7:40,7.57,209.98,0.97,NORMAL
9/27/2024 7:55,7.58,209.66,0.96,NORMAL
9/27/2024 8:10,7.59,208.95,0.96,NORMAL
9/27/2024 8:25,7.59,207.88,0.95,NORMAL
9/27/2024 8:40,7.59,206.5,0.95,NORMAL
9/27/2024 8:55,7.6,204.86,1.14,NORMAL
9/27/2024 9:10,7.6,203.03,0.95,NORMAL
9/27/2024 9:25,7.6,201.08,0.95,NORMAL
9/27/2024 9:40,7.6,199.08,0.95,NORMAL
9/27/2024 9:55,7.6,197.12,0.95,NORMAL
9/27/2024 10:10,7.6,195.28,0.96,NORMAL
9/27/2024 10:25,7.59,193.62,0.96,NORMAL
9/27/2024 10:40,7.59,192.22,0.97,NORMAL
9/27/2024 10:55,7.59,191.12,0.97,NORMAL
9/27/2024 11:10,7.58,190.39,0.98,NORMAL
9/27/2024 11:25,7.57,190.03,0.99,NORMAL
9/27/2024 11:40,7.57,190.07,0.99,NORMAL
9/27/2024 11:55,7.56,190.51,1,NORMAL
9/27/2024 12:10,7.55,191.33,1.01,NORMAL
9/27/2024 12:25,7.54,192.49,1.01,NORMAL
9/27/2024 12:40,7.53,193.95,1.02,NORMAL
9/27/2024 12:55,7.52,195.65,1.03,NORMAL
9/27/2024 13:10,7.51,197.53,0.52,ANOMALOUS
9/27/2024 13:25,7.5,199.5,1.04,NORMAL
9/27/2024 13:40,7.49,201.5,1.04,NORMAL
9/27/2024 13:55,7.48,203.43,1.05,NORMAL
9/27/2024 14:10,7.47,205.23,1.05,NORMAL
9/27/2024 14:25,7.46,206.82,1.05,NORMAL
9/27/2024 14:40,7.45,208.14,1.05,NORMAL
9/27/2024 14:55,7.45,209.13,1.05,NORMAL
9/27/2024 15:10,7.44,209.76,1.05,NORMAL
9/27/2024 15:25,7.43,210,1.05,NORMAL
9/27/2024 15:40,7.42,209.84,1.04,NORMAL
9/27/2024 15:55,7.42,209.29,1.04,NORMAL
9/27/2024 16:10,7.41,208.37,0.67,ANOMALOUS
9/27/2024 16:25,7.41,207.11,1.03,NORMAL
9/27/2024 16:40,7.4,205.57,1.02,NORMAL
9/27/2024 16:55,7.4,203.81,1.01,NORMAL
9/27/2024 17:10,7.4,201.9,1.01,NORMAL
9/27/2024 17:25,7.4,199.91,1,NORMAL
9/27/2024 17:40,7.4,197.93,0.99,NORMAL
9/27/2024 17:55,7.4,196.02,0.99,NORMAL
9/27/2024 18:10,7.4,194.28,0.98,NORMAL
9/27/2024 18:25,7.41,192.77,0.97,NORMAL
9/27/2024 18:40,7.41,191.54,0.97,NORMAL
9/27/2024 18:55,7.42,190.65,0.96,NORMAL
9/27/2024 19:10,7.42,190.13,0.96,NORMAL
9/27/2024 19:25,7.43,190.01,0.95,NORMAL
9/27/2024 19:40,7.44,190.28,0.95,NORMAL
9/27/2024 19:55,7.45,190.94,0.95,NORMAL
9/27/2024 20:10,7.46,191.97,0.95,NORMAL
9/27/2024 20:25,7.46,193.31,1.3,ANOMALOUS
9/27/2024 20:40,7.47,194.92,0.95,NORMAL
9/27/2024 20:55,7.48,196.73,0.95,NORMAL
9/27/2024 21:10,7.49,198.68,0.96,NORMAL
9/27/2024 21:25,7.5,200.67,0.96,NORMAL
9/27/2024 21:40,7.51,202.64,0.97,NORMAL
9/27/2024 21:55,7.52,204.5,0.97,NORMAL
9/27/2024 22:10,7.53,128.27,0.98,ANOMALOUS
9/27/2024 22:25,7.54,207.63,0.99,NORMAL
9/27/2024 22:40,7.55,208.76,0.92,NORMAL
9/27/2024 22:55,7.56,209.54,0.77,ANOMALOUS
9/27/2024 23:10,7.57,209.95,1.01,NORMAL
9/27/2024 23:25,7.57,209.95,1.35,ANOMALOUS
9/27/2024 23:40,7.58,209.56,1.02,NORMAL
9/27/2024 23:55,7.59,208.79,1.03,NORMAL
9/28/2024 0:10,7.59,207.67,1.03,NORMAL
9/28/2024 0:25,7.59,206.24,1.04,NORMAL
9/28/2024 0:40,7.6,204.57,1.19,NORMAL
9/28/2024 0:55,7.6,202.71,1.05,NORMAL
9/28/2024 1:10,7.6,200.74,1.05,NORMAL
9/28/2024 1:25,7.6,198.75,1.05,NORMAL
9/28/2024 1:40,7.6,196.8,1.05,NORMAL
9/28/2024 1:55,7.6,194.98,1.05,NORMAL
9/28/2024 2:10,7.59,193.36,1.05,NORMAL
9/28/2024 2:25,7.59,192.01,1.05,NORMAL
9/28/2024 2:40,7.58,190.97,1.04,NORMAL
9/28/2024 2:55,7.58,190.3,1.04,NORMAL
9/28/2024 3:10,7.57,190.01,1.03,NORMAL
9/28/2024 3:25,7.57,190.12,1.32,ANOMALOUS
9/28/2024 3:40,7.56,190.62,1.02,NORMAL
9/28/2024 3:55,7.55,191.5,1.01,NORMAL
9/28/2024 4:10,7.54,192.72,1.01,NORMAL
9/28/2024 4:25,7.53,194.22,1,NORMAL
9/28/2024 4:40,7.52,195.96,0.99,NORMAL
9/28/2024 4:55,7.51,197.86,0.99,NORMAL
9/28/2024 5:10,7.5,199.84,0.61,ANOMALOUS
9/28/2024 5:25,7.49,201.83,0.97,NORMAL
9/28/2024 5:40,7.48,203.75,0.97,NORMAL
9/28/2024 5:55,7.47,205.51,0.96,NORMAL
9/28/2024 6:10,7.46,207.06,0.96,NORMAL
9/28/2024 6:25,7.45,208.33,1.29,ANOMALOUS
9/28/2024 6:40,7.44,209.26,0.95,NORMAL
9/28/2024 6:55,7.44,209.83,0.95,NORMAL
9/28/2024 7:10,7.43,210,0.95,NORMAL
9/28/2024 7:25,7.42,209.77,0.95,NORMAL
9/28/2024 7:40,7.42,209.16,0.95,NORMAL
9/28/2024 7:55,7.41,208.18,0.95,NORMAL
9/28/2024 8:10,7.41,206.87,0.96,NORMAL
9/28/2024 8:25,7.4,205.29,0.96,NORMAL
9/28/2024 8:40,7.4,203.5,0.97,NORMAL
9/28/2024 8:55,7.4,201.57,0.97,NORMAL
9/28/2024 9:10,7.4,199.58,0.98,NORMAL
9/28/2024 9:25,7.4,197.6,0.99,NORMAL
9/28/2024 9:40,7.4,195.72,0.99,NORMAL
9/28/2024 9:55,7.41,164.96,1,ANOMALOUS
9/28/2024 10:10,7.41,192.54,1.01,NORMAL
9/28/2024 10:25,7.41,191.36,1.01,NORMAL
9/28/2024 10:40,7.42,213.05,1.02,NORMAL
9/28/2024 10:55,7.42,190.08,1.03,NORMAL
9/28/2024 11:10,7.43,190.03,1.03,NORMAL
9/28/2024 11:25,7.44,190.37,1.04,NORMAL
9/28/2024 11:40,7.45,191.09,1.04,NORMAL
9/28/2024 11:55,7.46,192.17,1.05,NORMAL
9/28/2024 12:10,7.47,193.56,1.05,NORMAL
9/28/2024 12:25,7.48,258.55,1.05,ANOMALOUS
9/28/2024 12:40,7.49,197.05,1.05,NORMAL
9/28/2024 12:55,7.5,199.01,1.05,NORMAL
9/28/2024 13:10,7.51,201.01,1.05,NORMAL
9/28/2024 13:25,7.51,202.96,1.05,NORMAL
9/28/2024 13:40,7.52,204.8,1.04,NORMAL
9/28/2024 13:55,7.53,206.45,1.04,NORMAL
9/28/2024 14:10,7.54,207.84,1.03,NORMAL
9/28/2024 14:25,7.55,208.92,1.03,NORMAL
9/28/2024 14:40,7.56,209.64,1.02,NORMAL
9/28/2024 14:55,7.57,209.98,1.01,NORMAL
9/28/2024 15:10,7.58,209.92,1.01,NORMAL
9/28/2024 15:25,7.58,209.46,1,NORMAL
9/28/2024 15:40,7.59,208.63,0.99,NORMAL
9/28/2024 15:55,7.59,207.45,0.99,NORMAL
9/28/2024 16:10,7.59,208.19,0.98,NORMAL
9/28/2024 16:25,7.6,204.27,0.97,NORMAL
9/28/2024 16:40,7.6,202.38,0.97,NORMAL
9/28/2024 16:55,7.6,200.41,0.96,NORMAL
9/28/2024 17:10,7.6,198.41,0.96,NORMAL
9/28/2024 17:25,7.6,196.48,0.95,NORMAL
9/28/2024 17:40,7.6,194.69,0.95,NORMAL
9/28/2024 17:55,7.59,193.12,0.95,NORMAL
9/28/2024 18:10,7.59,191.81,0.95,NORMAL
9/28/2024 18:25,7.58,190.83,0.95,NORMAL
9/28/2024 18:40,7.58,190.22,0.95,NORMAL
9/28/2024 18:55,7.57,190,0.95,NORMAL
9/28/2024 19:10,7.56,190.18,0.96,NORMAL
9/28/2024 19:25,7.56,190.75,0.96,NORMAL
9/28/2024 19:40,7.55,191.68,0.82,NORMAL
9/28/2024 19:55,7.54,192.95,0.97,NORMAL
9/28/2024 20:10,7.53,194.5,0.98,NORMAL
9/28/2024 20:25,7.52,196.27,0.99,NORMAL
9/28/2024 20:40,7.51,198.19,0.99,NORMAL
9/28/2024 20:55,7.5,200.18,1,NORMAL
9/28/2024 21:10,7.49,202.16,1.01,NORMAL
9/28/2024 21:25,7.48,204.06,1.34,ANOMALOUS
9/28/2024 21:40,7.47,205.79,1.02,NORMAL
9/28/2024 21:55,7.46,207.3,1.03,NORMAL
9/28/2024 22:10,7.45,208.51,1.03,NORMAL
9/28/2024 22:25,7.44,209.38,1.04,NORMAL
9/28/2024 22:40,7.43,209.88,1.04,NORMAL
9/28/2024 22:55,7.43,209.99,1.05,NORMAL
9/28/2024 23:10,7.42,209.7,1.05,NORMAL
9/28/2024 23:25,7.42,209.02,1.05,NORMAL
9/28/2024 23:40,7.41,207.98,1.05,NORMAL
9/28/2024 23:55,7.41,206.62,1.05,NORMAL
9/29/2024 0:10,7.4,205,1.05,NORMAL
9/29/2024 0:25,7.4,198.91,1.05,NORMAL
9/29/2024 0:40,7.4,201.24,1.04,NORMAL
9/29/2024 0:55,7.4,199.24,1.04,NORMAL
9/29/2024 1:10,7.4,197.27,1.03,NORMAL
9/29/2024 1:25,7.4,195.42,1.03,NORMAL
9/29/2024 1:40,7.41,132.37,1.02,ANOMALOUS
9/29/2024 1:55,7.41,192.32,1.01,NORMAL
9/29/2024 2:10,7.41,191.2,1.01,NORMAL
9/29/2024 2:25,7.42,114.26,1,ANOMALOUS
9/29/2024 2:40,7.43,190.04,0.99,NORMAL
9/29/2024 2:55,7.43,190.06,0.99,NORMAL
9/29/2024 3:10,7.44,190.46,0.98,NORMAL
9/29/2024 3:25,7.45,191.25,0.97,NORMAL
9/29/2024 3:40,7.46,192.39,0.97,NORMAL
9/29/2024 3:55,7.47,193.83,0.96,NORMAL
9/29/2024 4:10,7.48,195.51,1.43,ANOMALOUS
9/29/2024 4:25,7.49,197.38,0.95,NORMAL
9/29/2024 4:40,7.5,199.35,0.95,NORMAL
9/29/2024 4:55,7.51,201.34,0.95,NORMAL
9/29/2024 5:10,7.52,203.28,0.95,NORMAL
9/29/2024 5:25,7.53,205.09,0.95,NORMAL
9/29/2024 5:40,7.54,206.7,0.95,NORMAL
9/29/2024 5:55,7.55,208.04,0.95,NORMAL
9/29/2024 6:10,7.55,209.06,0.96,NORMAL
9/29/2024 6:25,7.56,209.72,0.96,NORMAL
9/29/2024 6:40,7.57,209.99,0.97,NORMAL
9/29/2024 6:55,7.58,209.87,0.97,NORMAL
9/29/2024 7:10,7.58,209.35,0.98,NORMAL
9/29/2024 7:25,7.59,208.45,0.99,NORMAL
9/29/2024 7:40,7.59,207.22,0.99,NORMAL
9/29/2024 7:55,7.6,205.7,1,NORMAL
9/29/2024 8:10,7.6,203.96,1.01,NORMAL
9/29/2024 8:25,7.6,202.06,1.01,NORMAL
9/29/2024 8:40,7.6,200.07,1.02,NORMAL
9/29/2024 8:55,7.6,198.08,1.03,NORMAL
9/29/2024 9:10,7.6,233.39,1.03,ANOMALOUS
9/29/2024 9:25,7.6,194.41,1.04,NORMAL
9/29/2024 9:40,7.59,192.88,1.04,NORMAL
9/29/2024 9:55,7.59,191.62,1.05,NORMAL
9/29/2024 10:10,7.58,190.71,1.05,NORMAL
9/29/2024 10:25,7.58,190.16,1.33,ANOMALOUS
9/29/2024 10:40,7.57,190,1.05,NORMAL
9/29/2024 10:55,7.56,190.25,1.05,NORMAL
9/29/2024 11:10,7.55,190.88,1.05,NORMAL
9/29/2024 11:25,7.55,191.87,1.05,NORMAL
9/29/2024 11:40,7.54,193.19,1.04,NORMAL
9/29/2024 11:55,7.53,194.78,1.04,NORMAL
9/29/2024 12:10,7.52,196.58,1.03,NORMAL
9/29/2024 12:25,7.51,198.52,1.03,NORMAL
9/29/2024 12:40,7.5,200.51,1.34,ANOMALOUS
9/29/2024 12:55,7.49,202.49,1.01,NORMAL
9/29/2024 13:10,7.48,204.36,1.01,NORMAL
9/29/2024 13:25,7.47,206.06,1,NORMAL
9/29/2024 13:40,7.46,207.52,0.99,NORMAL
9/29/2024 13:55,7.45,208.68,0.99,NORMAL
9/29/2024 14:10,7.44,209.49,0.98,NORMAL
9/29/2024 14:25,7.43,209.93,0.97,NORMAL
9/29/2024 14:40,7.43,209.97,0.97,NORMAL
9/29/2024 14:55,7.42,209.61,0.96,NORMAL
9/29/2024 15:10,7.41,208.87,0.96,NORMAL
9/29/2024 15:25,7.41,207.77,0.95,NORMAL
9/29/2024 15:40,7.41,206.37,0.95,NORMAL
9/29/2024 15:55,7.4,204.71,0.95,NORMAL
9/29/2024 16:10,7.4,202.86,0.95,NORMAL
9/29/2024 16:25,7.4,200.9,0.95,NORMAL
9/29/2024 16:40,7.4,198.9,1.35,ANOMALOUS
9/29/2024 16:55,7.4,196.95,0.95,NORMAL
9/29/2024 17:10,7.4,195.12,0.96,NORMAL
9/29/2024 17:25,7.41,193.48,0.96,NORMAL
9/29/2024 17:40,7.41,178.89,0.97,ANOMALOUS
9/29/2024 17:55,7.42,191.04,0.97,NORMAL
9/29/2024 18:10,7.42,190.34,0.98,NORMAL
9/29/2024 18:25,7.43,190.02,0.99,NORMAL
9/29/2024 18:40,7.43,190.1,0.99,NORMAL
9/29/2024 18:55,7.44,190.57,1,NORMAL
9/29/2024 19:10,7.45,191.42,1.01,NORMAL
9/29/2024 19:25,7.46,192.61,1.01,NORMAL
9/29/2024 19:40,7.47,194.09,1.09,NORMAL
9/29/2024 19:55,7.48,195.81,1.03,NORMAL
9/29/2024 20:10,7.49,197.7,1.03,NORMAL
9/29/2024 20:25,7.5,199.68,1.04,NORMAL
9/29/2024 20:40,7.51,201.67,1.04,NORMAL
9/29/2024 20:55,7.52,203.6,1.05,NORMAL
9/29/2024 21:10,7.53,205.38,1.05,NORMAL
9/29/2024 21:25,7.54,206.95,1.05,NORMAL
9/29/2024 21:40,7.55,208.24,1.05,NORMAL
9/29/2024 21:55,7.56,209.2,1.05,NORMAL
9/29/2024 22:10,7.56,209.8,1.14,NORMAL
9/29/2024 22:25,7.57,210,1.05,NORMAL
9/29/2024 22:40,7.58,209.81,1.04,NORMAL
9/29/2024 22:55,7.58,209.22,1.04,NORMAL
9/29/2024 23:10,7.59,208.27,1.03,NORMAL
9/29/2024 23:25,7.59,206.99,1.03,NORMAL
9/29/2024 23:40,7.6,205.43,1.02,NORMAL
9/29/2024 23:55,7.6,203.65,0.84,NORMAL
9/30/2024 0:10,7.6,201.73,1.01,NORMAL
9/30/2024 0:25,7.6,199.73,1,NORMAL
9/30/2024 0:40,7.6,197.75,0.99,NORMAL
9/30/2024 0:55,7.6,195.86,0.99,NORMAL
9/30/2024 1:10,7.6,194.14,0.98,NORMAL
9/30/2024 1:25,7.59,192.64,0.97,NORMAL
9/30/2024 1:40,7.59,191.44,0.97,NORMAL
9/30/2024 1:55,7.58,190.59,0.96,NORMAL
9/30/2024 2:10,7.58,222.1,0.96,ANOMALOUS
9/30/2024 2:25,7.57,190.02,0.95,NORMAL
9/30/2024 2:40,7.56,190.33,0.95,NORMAL
9/30/2024 2:55,7.55,191.02,0.95,NORMAL
9/30/2024 3:10,7.54,192.07,0.95,NORMAL
9/30/2024 3:25,7.53,193.44,0.95,NORMAL
9/30/2024 3:40,7.53,195.07,0.95,NORMAL
9/30/2024 3:55,7.52,196.9,0.95,NORMAL
9/30/2024 4:10,7.51,198.85,1.14,NORMAL
9/30/2024 4:25,7.5,200.85,0.96,NORMAL
9/30/2024 4:40,7.49,202.81,0.97,NORMAL
9/30/2024 4:55,7.48,204.66,0.97,NORMAL
9/30/2024 5:10,7.47,206.33,0.98,NORMAL
9/30/2024 5:25,7.46,238.17,0.99,ANOMALOUS
9/30/2024 5:40,7.45,208.84,1.41,ANOMALOUS
9/30/2024 5:55,7.44,209.59,1,NORMAL
9/30/2024 6:10,7.43,209.96,1.01,NORMAL
9/30/2024 6:25,7.43,209.93,1.02,NORMAL
9/30/2024 6:40,7.42,209.51,1.02,NORMAL
9/30/2024 6:55,7.41,208.71,1.03,NORMAL
9/30/2024 7:10,7.41,207.56,1.03,NORMAL
9/30/2024 7:25,7.41,206.1,1.04,NORMAL
9/30/2024 7:40,7.4,204.41,1.04,NORMAL
9/30/2024 7:55,7.4,202.54,1.05,NORMAL
9/30/2024 8:10,7.4,200.57,1.05,NORMAL
9/30/2024 8:25,7.4,198.57,1.05,NORMAL
9/30/2024 8:40,7.4,196.63,1.05,NORMAL
9/30/2024 8:55,7.4,194.83,1.05,NORMAL
9/30/2024 9:10,7.41,193.23,1.05,NORMAL
9/30/2024 9:25,7.41,191.9,1.05,NORMAL
9/30/2024 9:40,7.42,190.9,1.04,NORMAL
9/30/2024 9:55,7.42,190.26,1.04,NORMAL
9/30/2024 10:10,7.43,190,1.03,NORMAL
9/30/2024 10:25,7.44,190.15,1.03,NORMAL
9/30/2024 10:40,7.44,190.69,1.02,NORMAL
9/30/2024 10:55,7.45,258.98,1.01,ANOMALOUS
9/30/2024 11:10,7.46,192.84,1.01,NORMAL
9/30/2024 11:25,7.47,194.37,1,NORMAL
9/30/2024 11:40,7.48,196.12,0.99,NORMAL
9/30/2024 11:55,7.49,198.03,0.98,NORMAL
9/30/2024 12:10,7.5,200.02,0.98,NORMAL
9/30/2024 12:25,7.51,202,0.97,NORMAL
9/30/2024 12:40,7.52,270.35,0.97,ANOMALOUS
9/30/2024 12:55,7.53,205.66,0.96,NORMAL
9/30/2024 13:10,7.54,134.87,0.96,ANOMALOUS
9/30/2024 13:25,7.55,208.42,0.95,NORMAL
9/30/2024 13:40,7.56,209.33,0.64,ANOMALOUS
9/30/2024 13:55,7.56,209.86,0.95,NORMAL
9/30/2024 14:10,7.57,210,0.95,NORMAL
9/30/2024 14:25,7.58,209.73,0.95,NORMAL
9/30/2024 14:40,7.58,209.09,0.95,NORMAL
9/30/2024 14:55,7.59,208.07,0.95,NORMAL
9/30/2024 15:10,7.59,206.74,0.96,NORMAL
9/30/2024 15:25,7.6,205.14,0.96,NORMAL
9/30/2024 15:40,7.6,203.33,0.97,NORMAL
9/30/2024 15:55,7.6,201.39,0.97,NORMAL
9/30/2024 16:10,7.6,199.4,0.51,ANOMALOUS
9/30/2024 16:25,7.6,197.43,0.99,NORMAL
9/30/2024 16:40,7.6,195.56,0.99,NORMAL
9/30/2024 16:55,7.59,193.87,1,NORMAL
9/30/2024 17:10,7.59,192.42,1.01,NORMAL
9/30/2024 17:25,7.59,191.28,1.02,NORMAL
9/30/2024 17:40,7.58,190.48,1.02,NORMAL
9/30/2024 17:55,7.57,190.06,1.03,NORMAL
9/30/2024 18:10,7.57,190.04,1.03,NORMAL
9/30/2024 18:25,7.56,190.42,1.04,NORMAL
9/30/2024 18:40,7.55,191.17,1.04,NORMAL
9/30/2024 18:55,7.54,192.28,1.05,NORMAL
9/30/2024 19:10,7.53,193.7,1.05,NORMAL
9/30/2024 19:25,7.52,195.37,0.8,NORMAL
9/30/2024 19:40,7.51,197.22,1.05,NORMAL
9/30/2024 19:55,7.5,199.19,1.05,NORMAL
9/30/2024 20:10,7.49,201.18,1.05,NORMAL
9/30/2024 20:25,7.48,203.13,1.04,NORMAL
9/30/2024 20:40,7.47,204.96,1.04,NORMAL
9/30/2024 20:55,7.46,206.58,1.04,NORMAL
9/30/2024 21:10,7.46,281.16,1.03,ANOMALOUS
9/30/2024 21:25,7.45,208.99,1.03,NORMAL
9/30/2024 21:40,7.44,209.68,0.89,NORMAL
9/30/2024 21:55,7.43,209.99,1.01,NORMAL
9/30/2024 22:10,7.42,209.89,1.01,NORMAL
9/30/2024 22:25,7.42,209.4,1,NORMAL
9/30/2024 22:40,7.41,208.54,0.99,NORMAL
9/30/2024 22:55,7.41,207.33,0.98,NORMAL
9/30/2024 23:10,7.4,205.83,0.98,NORMAL
9/30/2024 23:25,7.4,204.1,0.97,NORMAL
9/30/2024 23:40,7.4,202.21,0.97,NORMAL
9/30/2024 23:55,7.4,200.23,0.96,NORMAL
10/1/2024 0:10,7.4,198.24,0.96,NORMAL
10/1/2024 0:25,7.4,196.32,0.95,NORMAL
10/1/2024 0:40,7.4,194.54,0.95,NORMAL
10/1/2024 0:55,7.41,192.99,0.95,NORMAL
10/1/2024 1:10,7.41,191.71,0.95,NORMAL
10/1/2024 1:25,7.42,190.77,0.95,NORMAL
10/1/2024 1:40,7.42,190.19,0.95,NORMAL
10/1/2024 1:55,7.43,190,0.96,NORMAL
10/1/2024 2:10,7.44,219.51,0.96,NORMAL
10/1/2024 2:25,7.45,190.81,0.96,NORMAL
10/1/2024 2:40,7.45,191.78,0.97,NORMAL
10/1/2024 2:55,7.46,193.08,0.97,NORMAL
10/1/2024 3:10,7.47,194.65,1.46,ANOMALOUS
10/1/2024 3:25,7.48,196.43,0.99,NORMAL
10/1/2024 3:40,7.49,198.36,1.29,ANOMALOUS
10/1/2024 3:55,7.5,200.35,1,NORMAL
10/1/2024 4:10,7.51,202.33,1.01,NORMAL
10/1/2024 4:25,7.52,204.22,1.02,NORMAL
10/1/2024 4:40,7.53,205.94,1.02,NORMAL
10/1/2024 4:55,7.54,207.42,1.03,NORMAL
10/1/2024 5:10,7.55,208.6,1.03,NORMAL
10/1/2024 5:25,7.56,209.44,1.04,NORMAL
10/1/2024 5:40,7.57,209.91,1.04,NORMAL
10/1/2024 5:55,7.57,209.98,1.05,NORMAL
10/1/2024 6:10,7.58,209.65,1.05,NORMAL
10/1/2024 6:25,7.59,208.94,1.05,NORMAL
10/1/2024 6:40,7.59,207.87,1.05,NORMAL
10/1/2024 6:55,7.59,206.49,1.05,NORMAL
10/1/2024 7:10,7.6,204.85,1.05,NORMAL
10/1/2024 7:25,7.6,203.01,1.04,NORMAL
10/1/2024 7:40,7.6,243.5,1.04,ANOMALOUS
10/1/2024 7:55,7.6,199.06,1.04,NORMAL
10/1/2024 8:10,7.6,197.1,1.03,NORMAL
10/1/2024 8:25,7.6,195.26,1.03,NORMAL
10/1/2024 8:40,7.59,193.61,1.02,NORMAL
10/1/2024 8:55,7.59,192.21,1.01,NORMAL
10/1/2024 9:10,7.59,191.12,1.01,NORMAL
10/1/2024 9:25,7.58,190.38,1,NORMAL
10/1/2024 9:40,7.57,190.03,0.99,NORMAL
10/1/2024 9:55,7.57,190.08,0.98,NORMAL
10/1/2024 10:10,7.56,190.52,0.98,NORMAL
10/1/2024 10:25,7.55,191.34,0.97,NORMAL
10/1/2024 10:40,7.54,192.5,0.97,NORMAL
10/1/2024 10:55,7.53,193.97,0.96,NORMAL
10/1/2024 11:10,7.52,195.67,0.96,NORMAL
10/1/2024 11:25,7.51,197.55,0.95,NORMAL
10/1/2024 11:40,7.5,199.52,0.95,NORMAL
10/1/2024 11:55,7.49,201.52,0.95,NORMAL
10/1/2024 12:10,7.48,203.45,0.95,NORMAL
10/1/2024 12:25,7.47,205.25,0.95,NORMAL
10/1/2024 12:40,7.46,206.83,0.95,NORMAL
10/1/2024 12:55,7.45,208.15,1.34,ANOMALOUS
10/1/2024 13:10,7.45,209.14,0.71,ANOMALOUS
10/1/2024 13:25,7.44,209.76,0.96,NORMAL
