Timestamp,Dispensing Rate (L/min),Status
2024-09-27 22:55:29,1.86,NORMAL
2024-09-27 23:10:29,1.84,NORMAL
2024-09-27 23:25:29,1.83,NORMAL
2024-09-27 23:40:29,1.82,NORMAL
2024-09-27 23:55:29,1.81,NORMAL
2024-09-28 00:10:29,1.8,NORMAL
2024-09-28 00:25:29,1.8,NORMAL
2024-09-28 00:40:29,1.8,NORMAL
2024-09-28 00:55:29,1.8,NORMAL
2024-09-28 01:10:29,1.81,NORMAL
2024-09-28 01:25:29,1.82,NORMAL
2024-09-28 01:40:29,1.83,NORMAL
2024-09-28 01:55:29,2.55,ANOMALOUS
2024-09-28 02:10:29,1.87,NORMAL
2024-09-28 02:25:29,1.89,NORMAL
2024-09-28 02:40:29,1.91,NORMAL
2024-09-28 02:55:29,1.95,NORMAL
2024-09-28 03:10:29,1.96,NORMAL
2024-09-28 03:25:29,1.98,NORMAL
2024-09-28 03:40:29,2.01,NORMAL
2024-09-28 03:55:29,2.03,NORMAL
2024-09-28 04:10:29,2.05,NORMAL
2024-09-28 04:25:29,2.08,NORMAL
2024-09-28 04:40:29,2.1,NORMAL
2024-09-28 04:55:29,2.12,NORMAL
2024-09-28 05:10:29,2.14,NORMAL
2024-09-28 05:25:29,2.16,NORMAL
2024-09-28 05:40:29,2.17,NORMAL
2024-09-28 05:55:29,2.18,NORMAL
2024-09-28 06:10:29,2.94,ANOMALOUS
2024-09-28 06:25:29,2.2,NORMAL
2024-09-28 06:40:29,2.2,NORMAL
2024-09-28 06:55:29,2.2,NORMAL
2024-09-28 07:10:29,2.2,NORMAL
2024-09-28 07:25:29,2.19,NORMAL
2024-09-28 07:40:29,2.18,NORMAL
2024-09-28 07:55:29,2.17,NORMAL
2024-09-28 08:10:29,2.15,NORMAL
2024-09-28 08:25:29,2.14,NORMAL
2024-09-28 08:40:29,2.12,NORMAL
2024-09-28 08:55:29,2.09,NORMAL
2024-09-28 09:10:29,2.07,NORMAL
2024-09-28 09:25:29,1.78,NORMAL
2024-09-28 09:40:29,2.02,NORMAL
2024-09-28 09:55:29,2.0,NORMAL
2024-09-28 10:10:29,1.97,NORMAL
2024-09-28 10:25:29,1.95,NORMAL
2024-09-28 10:40:29,1.93,NORMAL
2024-09-28 10:55:29,1.9,NORMAL
2024-09-28 11:10:29,1.88,NORMAL
2024-09-28 11:25:29,1.86,NORMAL
2024-09-28 11:40:29,1.85,NORMAL
2024-09-28 11:55:29,1.83,NORMAL
2024-09-28 12:10:29,1.82,NORMAL
2024-09-28 12:25:29,1.81,NORMAL
2024-09-28 12:40:29,1.8,NORMAL
2024-09-28 12:55:29,1.8,NORMAL
2024-09-28 13:10:29,1.8,NORMAL
2024-09-28 13:25:29,1.8,NORMAL
2024-09-28 13:40:29,1.81,NORMAL
2024-09-28 13:55:29,1.82,NORMAL
2024-09-28 14:10:29,1.83,NORMAL
2024-09-28 14:25:29,1.85,NORMAL
2024-09-28 14:40:29,1.86,NORMAL
2024-09-28 14:55:29,1.88,NORMAL
2024-09-28 15:10:29,1.9,NORMAL
2024-09-28 15:25:29,1.93,NORMAL
2024-09-28 15:40:29,1.95,NORMAL
2024-09-28 15:55:29,1.97,NORMAL
2024-09-28 16:10:29,2.0,NORMAL
2024-09-28 16:25:29,2.02,NORMAL
2024-09-28 16:40:29,1.24,ANOMALOUS
2024-09-28 16:55:29,2.07,NORMAL
2024-09-28 17:10:29,2.09,NORMAL
2024-09-28 17:25:29,2.12,NORMAL
2024-09-28 17:40:29,2.14,NORMAL
2024-09-28 17:55:29,2.15,NORMAL
2024-09-28 18:10:29,2.17,NORMAL
2024-09-28 18:25:29,2.18,NORMAL
2024-09-28 18:40:29,2.19,NORMAL
2024-09-28 18:55:29,2.2,NORMAL
2024-09-28 19:10:29,2.2,NORMAL
2024-09-28 19:25:29,2.2,NORMAL
2024-09-28 19:40:29,2.2,NORMAL
2024-09-28 19:55:29,2.19,NORMAL
2024-09-28 20:10:29,2.18,NORMAL
2024-09-28 20:25:29,2.17,NORMAL
2024-09-28 20:40:29,2.16,NORMAL
2024-09-28 20:55:29,2.14,NORMAL
2024-09-28 21:10:29,2.12,NORMAL
2024-09-28 21:25:29,2.1,NORMAL
2024-09-28 21:40:29,2.08,NORMAL
2024-09-28 21:55:29,2.05,NORMAL
2024-09-28 22:10:29,2.03,NORMAL
2024-09-28 22:25:29,2.0,NORMAL
2024-09-28 22:40:29,1.98,NORMAL
2024-09-28 22:55:29,1.96,NORMAL
2024-09-28 23:10:29,1.93,NORMAL
2024-09-28 23:25:29,1.91,NORMAL
2024-09-28 23:40:29,1.89,NORMAL
2024-09-28 23:55:29,1.87,NORMAL
2024-09-29 00:10:29,1.85,NORMAL
2024-09-29 00:25:29,1.83,NORMAL
2024-09-29 00:40:29,1.82,NORMAL
2024-09-29 00:55:29,1.81,NORMAL
2024-09-29 01:10:29,1.8,NORMAL
2024-09-29 01:25:29,1.8,NORMAL
2024-09-29 01:40:29,1.8,NORMAL
2024-09-29 01:55:29,1.8,NORMAL
2024-09-29 02:10:29,1.81,NORMAL
2024-09-29 02:25:29,1.82,NORMAL
2024-09-29 02:40:29,1.83,NORMAL
2024-09-29 02:55:29,1.84,NORMAL
2024-09-29 03:10:29,1.86,NORMAL
2024-09-29 03:25:29,1.88,NORMAL
2024-09-29 03:40:29,1.9,NORMAL
2024-09-29 03:55:29,1.92,NORMAL
2024-09-29 04:10:29,1.94,NORMAL
2024-09-29 04:25:29,1.97,NORMAL
2024-09-29 04:40:29,1.99,NORMAL
2024-09-29 04:55:29,2.02,NORMAL
2024-09-29 05:10:29,2.73,ANOMALOUS
2024-09-29 05:25:29,2.07,NORMAL
2024-09-29 05:40:29,2.09,NORMAL
2024-09-29 05:55:29,2.11,NORMAL
2024-09-29 06:10:29,2.48,NORMAL
2024-09-29 06:25:29,2.15,NORMAL
2024-09-29 06:40:29,2.16,NORMAL
2024-09-29 06:55:29,2.18,NORMAL
2024-09-29 07:10:29,2.19,NORMAL
2024-09-29 07:25:29,2.19,NORMAL
2024-09-29 07:40:29,2.2,NORMAL
2024-09-29 07:55:29,2.2,NORMAL
2024-09-29 08:10:29,2.2,NORMAL
2024-09-29 08:25:29,2.19,NORMAL
2024-09-29 08:40:29,2.19,NORMAL
2024-09-29 08:55:29,2.17,NORMAL
2024-09-29 09:10:29,2.16,NORMAL
2024-09-29 09:25:29,2.14,NORMAL
2024-09-29 09:40:29,2.13,NORMAL
2024-09-29 09:55:29,2.11,NORMAL
2024-09-29 10:10:29,2.08,NORMAL
2024-09-29 10:25:29,2.06,NORMAL
2024-09-29 10:40:29,2.04,NORMAL
2024-09-29 10:55:29,2.01,NORMAL
2024-09-29 11:10:29,1.99,NORMAL
2024-09-29 11:25:29,1.96,NORMAL
2024-09-29 11:40:29,1.94,NORMAL
2024-09-29 11:55:29,1.91,NORMAL
2024-09-29 12:10:29,1.89,NORMAL
2024-09-29 12:25:29,1.87,NORMAL
2024-09-29 12:40:29,1.85,NORMAL
2024-09-29 12:55:29,1.84,NORMAL
2024-09-29 13:10:29,1.82,NORMAL
2024-09-29 13:25:29,1.81,NORMAL
2024-09-29 13:40:29,1.81,NORMAL
2024-09-29 13:55:29,1.8,NORMAL
2024-09-29 14:10:29,1.8,NORMAL
2024-09-29 14:25:29,1.8,NORMAL
2024-09-29 14:40:29,1.81,NORMAL
2024-09-29 14:55:29,1.81,NORMAL
2024-09-29 15:10:29,1.82,NORMAL
2024-09-29 15:25:29,1.84,NORMAL
2024-09-29 15:40:29,1.85,NORMAL
2024-09-29 15:55:29,1.87,NORMAL
2024-09-29 16:10:29,1.89,NORMAL
2024-09-29 16:25:29,1.91,NORMAL
2024-09-29 16:40:29,1.94,NORMAL
2024-09-29 16:55:29,1.96,NORMAL
2024-09-29 17:10:29,1.99,NORMAL
2024-09-29 17:25:29,2.01,NORMAL
2024-09-29 17:40:29,2.03,NORMAL
2024-09-29 17:55:29,2.06,NORMAL
2024-09-29 18:10:29,2.08,NORMAL
2024-09-29 18:25:29,2.1,NORMAL
2024-09-29 18:40:29,2.13,NORMAL
2024-09-29 18:55:29,2.14,NORMAL
2024-09-29 19:10:29,2.16,NORMAL
2024-09-29 19:25:29,2.17,NORMAL
2024-09-29 19:40:29,2.18,NORMAL
2024-09-29 19:55:29,2.19,NORMAL
2024-09-29 20:10:29,2.2,NORMAL
2024-09-29 20:25:29,2.2,NORMAL
2024-09-29 20:40:29,2.2,NORMAL
2024-09-29 20:55:29,2.19,NORMAL
2024-09-29 21:10:29,2.19,NORMAL
2024-09-29 21:25:29,2.18,NORMAL
2024-09-29 21:40:29,2.16,NORMAL
2024-09-29 21:55:29,2.15,NORMAL
2024-09-29 22:10:29,2.13,NORMAL
2024-09-29 22:25:29,2.11,NORMAL
2024-09-29 22:40:29,2.09,NORMAL
2024-09-29 22:55:29,2.07,NORMAL
2024-09-29 23:10:29,2.04,NORMAL
2024-09-29 23:25:29,2.02,NORMAL
2024-09-29 23:40:29,1.99,NORMAL
2024-09-29 23:55:29,1.97,NORMAL
2024-09-30 00:10:29,1.94,NORMAL
2024-09-30 00:25:29,1.92,NORMAL
2024-09-30 00:40:29,1.9,NORMAL
2024-09-30 00:55:29,1.88,NORMAL
2024-09-30 01:10:29,1.86,NORMAL
2024-09-30 01:25:29,1.84,NORMAL
2024-09-30 01:40:29,1.83,NORMAL
2024-09-30 01:55:29,1.82,NORMAL
2024-09-30 02:10:29,1.81,NORMAL
2024-09-30 02:25:29,1.8,NORMAL
2024-09-30 02:40:29,1.8,NORMAL
2024-09-30 02:55:29,1.8,NORMAL
2024-09-30 03:10:29,1.8,NORMAL
2024-09-30 03:25:29,1.81,NORMAL
2024-09-30 03:40:29,1.82,NORMAL
2024-09-30 03:55:29,1.83,NORMAL
2024-09-30 04:10:29,1.85,NORMAL
2024-09-30 04:25:29,1.87,NORMAL
2024-09-30 04:40:29,1.89,NORMAL
2024-09-30 04:55:29,1.91,NORMAL
2024-09-30 05:10:29,1.93,NORMAL
2024-09-30 05:25:29,1.95,NORMAL
2024-09-30 05:40:29,1.98,NORMAL
2024-09-30 05:55:29,2.0,NORMAL
2024-09-30 06:10:29,2.03,NORMAL
2024-09-30 06:25:29,2.05,NORMAL
2024-09-30 06:40:29,2.08,NORMAL
2024-09-30 06:55:29,1.62,NORMAL
2024-09-30 07:10:29,2.12,NORMAL
2024-09-30 07:25:29,2.14,NORMAL
2024-09-30 07:40:29,2.16,NORMAL
2024-09-30 07:55:29,2.17,NORMAL
2024-09-30 08:10:29,2.18,NORMAL
2024-09-30 08:25:29,2.19,NORMAL
2024-09-30 08:40:29,2.2,NORMAL
2024-09-30 08:55:29,2.2,NORMAL
2024-09-30 09:10:29,2.2,NORMAL
2024-09-30 09:25:29,2.2,NORMAL
2024-09-30 09:40:29,2.19,NORMAL
2024-09-30 09:55:29,2.18,NORMAL
2024-09-30 10:10:29,2.17,NORMAL
2024-09-30 10:25:29,2.15,NORMAL
2024-09-30 10:40:29,2.14,NORMAL
2024-09-30 10:55:29,2.12,NORMAL
2024-09-30 11:10:29,2.1,NORMAL
2024-09-30 11:25:29,2.07,NORMAL
2024-09-30 11:40:29,2.05,NORMAL
2024-09-30 11:55:29,2.02,NORMAL
2024-09-30 12:10:29,2.0,NORMAL
2024-09-30 12:25:29,1.97,NORMAL
2024-09-30 12:40:29,1.95,NORMAL
2024-09-30 12:55:29,1.93,NORMAL
2024-09-30 13:10:29,1.9,NORMAL
2024-09-30 13:25:29,1.88,NORMAL
2024-09-30 13:40:29,1.86,NORMAL
2024-09-30 13:55:29,1.85,NORMAL
2024-09-30 14:10:29,1.83,NORMAL
2024-09-30 14:25:29,1.82,NORMAL
2024-09-30 14:40:29,1.81,NORMAL
2024-09-30 14:55:29,1.8,NORMAL
2024-09-30 15:10:29,1.8,NORMAL
2024-09-30 15:25:29,1.8,NORMAL
2024-09-30 15:40:29,1.8,NORMAL
2024-09-30 15:55:29,1.81,NORMAL
2024-09-30 16:10:29,1.25,ANOMALOUS
2024-09-30 16:25:29,1.83,NORMAL
2024-09-30 16:40:29,1.84,NORMAL
2024-09-30 16:55:29,1.86,NORMAL
2024-09-30 17:10:29,2.65,ANOMALOUS
2024-09-30 17:25:29,1.9,NORMAL
2024-09-30 17:40:29,1.92,NORMAL
2024-09-30 17:55:29,1.95,NORMAL
2024-09-30 18:10:29,1.97,NORMAL
2024-09-30 18:25:29,2.0,NORMAL
2024-09-30 18:40:29,2.02,NORMAL
2024-09-30 18:55:29,2.05,NORMAL
2024-09-30 19:10:29,1.15,ANOMALOUS
2024-09-30 19:25:29,2.09,NORMAL
2024-09-30 19:40:29,2.11,NORMAL
2024-09-30 19:55:29,2.13,NORMAL
2024-09-30 20:10:29,2.15,NORMAL
2024-09-30 20:25:29,2.17,NORMAL
2024-09-30 20:40:29,2.18,NORMAL
2024-09-30 20:55:29,1.8,NORMAL
2024-09-30 21:10:29,2.2,NORMAL
2024-09-30 21:25:29,2.2,NORMAL
2024-09-30 21:40:29,2.2,NORMAL
2024-09-30 21:55:29,2.2,NORMAL
2024-09-30 22:10:29,2.19,NORMAL
2024-09-30 22:25:29,2.18,NORMAL
2024-09-30 22:40:29,2.17,NORMAL
2024-09-30 22:55:29,2.16,NORMAL
2024-09-30 23:10:29,2.14,NORMAL
2024-09-30 23:25:29,2.12,NORMAL
2024-09-30 23:40:29,2.1,NORMAL
2024-09-30 23:55:29,2.08,NORMAL
2024-10-01 00:10:29,2.06,NORMAL
2024-10-01 00:25:29,2.03,NORMAL
2024-10-01 00:40:29,2.01,NORMAL
2024-10-01 00:55:29,1.98,NORMAL
2024-10-01 01:10:29,1.96,NORMAL
2024-10-01 01:25:29,1.93,NORMAL
2024-10-01 01:40:29,1.91,NORMAL
2024-10-01 01:55:29,1.89,NORMAL
2024-10-01 02:10:29,1.87,NORMAL
2024-10-01 02:25:29,1.85,NORMAL
2024-10-01 02:40:29,1.84,NORMAL
2024-10-01 02:55:29,1.82,NORMAL
2024-10-01 03:10:29,1.81,NORMAL
2024-10-01 03:25:29,1.81,NORMAL
2024-10-01 03:40:29,1.8,NORMAL
2024-10-01 03:55:29,1.8,NORMAL
2024-10-01 04:10:29,1.8,NORMAL
2024-10-01 04:25:29,2.17,NORMAL
2024-10-01 04:40:29,1.82,NORMAL
2024-10-01 04:55:29,1.83,NORMAL
2024-10-01 05:10:29,1.84,NORMAL
2024-10-01 05:25:29,1.86,NORMAL
2024-10-01 05:40:29,1.88,NORMAL
2024-10-01 05:55:29,1.9,NORMAL
2024-10-01 06:10:29,1.92,NORMAL
2024-10-01 06:25:29,1.94,NORMAL
2024-10-01 06:40:29,1.97,NORMAL
2024-10-01 06:55:29,1.99,NORMAL
2024-10-01 07:10:29,2.02,NORMAL
2024-10-01 07:25:29,2.04,NORMAL
2024-10-01 07:40:29,2.06,NORMAL
2024-10-01 07:55:29,2.09,NORMAL
2024-10-01 08:10:29,2.11,NORMAL
2024-10-01 08:25:29,2.13,NORMAL
2024-10-01 08:40:29,2.15,NORMAL
2024-10-01 08:55:29,2.16,NORMAL
2024-10-01 09:10:29,2.18,NORMAL
2024-10-01 09:25:29,2.19,NORMAL
2024-10-01 09:40:29,2.19,NORMAL
2024-10-01 09:55:29,2.2,NORMAL
2024-10-01 10:10:29,2.2,NORMAL
2024-10-01 10:25:29,2.2,NORMAL
2024-10-01 10:40:29,2.19,NORMAL
2024-10-01 10:55:29,2.19,NORMAL
2024-10-01 11:10:29,2.17,NORMAL
2024-10-01 11:25:29,2.16,NORMAL
2024-10-01 11:40:29,2.15,NORMAL
2024-10-01 11:55:29,1.56,NORMAL
2024-10-01 12:10:29,2.11,NORMAL
2024-10-01 12:25:29,2.09,NORMAL
2024-10-01 12:40:29,2.06,NORMAL
2024-10-01 12:55:29,2.04,NORMAL
2024-10-01 13:10:29,2.01,NORMAL
2024-10-01 13:25:29,1.99,NORMAL
2024-10-01 13:40:29,1.96,NORMAL
2024-10-01 13:55:29,1.94,NORMAL
2024-10-01 14:10:29,1.92,NORMAL
2024-10-01 14:25:29,1.89,NORMAL
2024-10-01 14:40:29,1.87,NORMAL
2024-10-01 14:55:29,1.86,NORMAL
2024-10-01 15:10:29,1.84,NORMAL
2024-10-01 15:25:29,1.83,NORMAL
2024-10-01 15:40:29,1.81,NORMAL
2024-10-01 15:55:29,1.81,NORMAL
2024-10-01 16:10:29,1.8,NORMAL
2024-10-01 16:25:29,1.8,NORMAL
2024-10-01 16:40:29,1.8,NORMAL
2024-10-01 16:55:29,1.81,NORMAL
2024-10-01 17:10:29,1.13,ANOMALOUS
2024-10-01 17:25:29,1.82,NORMAL
2024-10-01 17:40:29,1.84,NORMAL
2024-10-01 17:55:29,1.85,NORMAL
2024-10-01 18:10:29,1.87,NORMAL
2024-10-01 18:25:29,1.89,NORMAL
2024-10-01 18:40:29,1.91,NORMAL
