Timestamp,Contamination,Filter Efficiency,Status
9/27/2024 21:58,1.05,97.86,NORMAL
9/27/2024 22:13,1.03,97.8,NORMAL
9/27/2024 22:28,1.01,97.74,NORMAL
9/27/2024 22:43,1,120.16,ANOMALOUS
9/27/2024 22:58,1,97.64,NORMAL
9/27/2024 23:13,1,97.6,NORMAL
9/27/2024 23:28,1.01,97.57,NORMAL
9/27/2024 23:43,1.03,97.54,NORMAL
9/27/2024 23:58,1.06,97.52,NORMAL
9/28/2024 0:13,1.09,97.51,NORMAL
9/28/2024 0:28,1.12,97.5,NORMAL
9/28/2024 0:43,1.17,97.5,NORMAL
9/28/2024 0:58,1.22,97.51,NORMAL
9/28/2024 1:13,1.27,97.53,NORMAL
9/28/2024 1:28,1.33,97.55,NORMAL
9/28/2024 1:43,1.4,97.59,NORMAL
9/28/2024 1:58,1.46,97.62,NORMAL
9/28/2024 2:13,1.54,97.67,NORMAL
9/28/2024 2:28,1.61,97.72,NORMAL
9/28/2024 2:43,1.69,97.77,NORMAL
9/28/2024 2:58,1.77,97.83,NORMAL
9/28/2024 3:13,1.85,97.89,NORMAL
9/28/2024 3:28,1.93,118.47,ANOMALOUS
9/28/2024 3:43,2.02,98.01,NORMAL
9/28/2024 3:58,2.1,98.07,NORMAL
9/28/2024 4:13,2.18,98.14,NORMAL
9/28/2024 4:28,2.26,98.19,NORMAL
9/28/2024 4:43,2.34,98.25,NORMAL
9/28/2024 4:58,2.42,98.3,NORMAL
9/28/2024 5:13,2.46,98.35,NORMAL
9/28/2024 5:28,2.56,98.39,NORMAL
9/28/2024 5:43,2.63,98.43,NORMAL
9/28/2024 5:58,2.69,98.46,NORMAL
9/28/2024 6:13,2.75,98.48,NORMAL
9/28/2024 6:28,2.8,98.49,NORMAL
9/28/2024 6:43,2.85,98.5,NORMAL
9/28/2024 6:58,2.89,98.5,NORMAL
9/28/2024 7:13,2.93,98.49,NORMAL
9/28/2024 7:28,2.95,98.47,NORMAL
9/28/2024 7:43,2.98,98.45,NORMAL
9/28/2024 7:58,2.99,98.42,NORMAL
9/28/2024 8:13,3,98.38,NORMAL
9/28/2024 8:28,3,98.34,NORMAL
9/28/2024 8:43,2.99,98.29,NORMAL
9/28/2024 8:58,2.98,98.24,NORMAL
9/28/2024 9:13,2.96,125.58,ANOMALOUS
9/28/2024 9:28,2.7,98.12,NORMAL
9/28/2024 9:43,2.9,98.06,NORMAL
9/28/2024 9:58,2.86,98,NORMAL
9/28/2024 10:13,2.82,97.93,NORMAL
9/28/2024 10:28,2.77,115.02,ANOMALOUS
9/28/2024 10:43,2.71,97.81,NORMAL
9/28/2024 10:58,2.65,97.76,NORMAL
9/28/2024 11:13,1.72,97.7,NORMAL
9/28/2024 11:28,2.52,97.66,NORMAL
9/28/2024 11:43,2.44,97.61,NORMAL
9/28/2024 11:58,2.37,97.58,NORMAL
9/28/2024 12:13,2.29,97.55,NORMAL
9/28/2024 12:28,2.21,97.52,NORMAL
9/28/2024 12:43,2.12,97.51,NORMAL
9/28/2024 12:58,2.04,97.5,NORMAL
9/28/2024 13:13,1.96,97.5,NORMAL
9/28/2024 13:28,1.87,97.51,NORMAL
9/28/2024 13:43,1.79,97.52,NORMAL
9/28/2024 13:58,1.71,97.55,NORMAL
9/28/2024 14:13,1.63,97.58,NORMAL
9/28/2024 14:28,1.56,97.61,NORMAL
9/28/2024 14:43,1.48,97.66,NORMAL
9/28/2024 14:58,1.41,97.7,NORMAL
9/28/2024 15:13,1.35,97.76,NORMAL
9/28/2024 15:28,1.29,97.81,NORMAL
9/28/2024 15:43,1.23,97.87,NORMAL
9/28/2024 15:58,1.18,97.93,NORMAL
9/28/2024 16:13,1.14,98,NORMAL
9/28/2024 16:28,1.1,98.06,NORMAL
9/28/2024 16:43,1.06,98.12,NORMAL
9/28/2024 16:58,1.04,98.18,NORMAL
9/28/2024 17:13,1.02,98.24,NORMAL
9/28/2024 17:28,1.01,98.29,NORMAL
9/28/2024 17:43,1,98.34,NORMAL
9/28/2024 17:58,1,98.38,NORMAL
9/28/2024 18:13,1.01,98.42,NORMAL
9/28/2024 18:28,1.02,98.45,NORMAL
9/28/2024 18:43,1.05,98.47,NORMAL
9/28/2024 18:58,1.07,98.49,NORMAL
9/28/2024 19:13,1.11,98.5,NORMAL
9/28/2024 19:28,1.15,98.5,NORMAL
9/28/2024 19:43,0.69,98.49,NORMAL
9/28/2024 19:58,1.25,98.48,NORMAL
9/28/2024 20:13,1.31,98.46,NORMAL
9/28/2024 20:28,1.37,98.43,NORMAL
9/28/2024 20:43,1.44,98.39,NORMAL
9/28/2024 20:58,1.51,98.35,NORMAL
9/28/2024 21:13,1.58,98.3,NORMAL
9/28/2024 21:28,1.66,98.25,NORMAL
9/28/2024 21:43,1.74,98.19,NORMAL
9/28/2024 21:58,1.82,98.14,NORMAL
9/28/2024 22:13,1.9,98.07,NORMAL
9/28/2024 22:28,1.98,98.01,NORMAL
9/28/2024 22:43,2.07,97.95,NORMAL
9/28/2024 22:58,2.15,97.89,NORMAL
9/28/2024 23:13,2.23,97.83,NORMAL
9/28/2024 23:28,2.31,97.77,NORMAL
9/28/2024 23:43,2.39,97.72,NORMAL
9/28/2024 23:58,2.47,97.67,NORMAL
9/29/2024 0:13,2.54,100.12,ANOMALOUS
9/29/2024 0:28,2.61,97.59,NORMAL
9/29/2024 0:43,2.67,97.55,NORMAL
9/29/2024 0:58,2.73,97.53,NORMAL
9/29/2024 1:13,2.78,97.51,NORMAL
9/29/2024 1:28,2.83,97.5,NORMAL
9/29/2024 1:43,2.88,97.5,NORMAL
9/29/2024 1:58,2.91,97.51,NORMAL
9/29/2024 2:13,2.94,72.46,ANOMALOUS
9/29/2024 2:28,2.97,97.54,NORMAL
9/29/2024 2:43,3.95,97.57,NORMAL
9/29/2024 2:58,3,97.6,NORMAL
9/29/2024 3:13,3,97.64,NORMAL
9/29/2024 3:28,3,97.69,NORMAL
9/29/2024 3:43,2.99,97.74,NORMAL
9/29/2024 3:58,2.97,97.8,NORMAL
9/29/2024 4:13,2.95,97.86,NORMAL
9/29/2024 4:28,2.92,97.92,NORMAL
9/29/2024 4:43,2.88,97.98,NORMAL
9/29/2024 4:58,2.84,98.04,NORMAL
9/29/2024 5:13,2.79,98.1,NORMAL
9/29/2024 5:28,2.73,98.16,NORMAL
9/29/2024 5:43,2.68,98.22,NORMAL
9/29/2024 5:58,2.61,121.11,ANOMALOUS
9/29/2024 6:13,2.54,98.33,NORMAL
9/29/2024 6:28,2.47,98.37,NORMAL
9/29/2024 6:43,2.4,98.41,NORMAL
9/29/2024 6:58,2.32,98.44,NORMAL
9/29/2024 7:13,2.24,98.47,NORMAL
9/29/2024 7:28,2.16,98.49,NORMAL
9/29/2024 7:43,2.07,98.5,NORMAL
9/29/2024 7:58,1.99,98.5,NORMAL
9/29/2024 8:13,1.91,126.01,ANOMALOUS
9/29/2024 8:28,1.83,98.48,NORMAL
9/29/2024 8:43,1.74,98.46,NORMAL
9/29/2024 8:58,1.66,98.44,NORMAL
9/29/2024 9:13,1.59,98.4,NORMAL
9/29/2024 9:28,1.51,98.36,NORMAL
9/29/2024 9:43,1.44,98.32,NORMAL
9/29/2024 9:58,1.37,98.26,NORMAL
9/29/2024 10:13,1.31,98.21,NORMAL
9/29/2024 10:28,1.25,98.15,NORMAL
9/29/2024 10:43,1.2,98.09,NORMAL
9/29/2024 10:58,1.15,98.03,NORMAL
9/29/2024 11:13,1.11,97.97,NORMAL
9/29/2024 11:28,1.08,97.9,NORMAL
9/29/2024 11:43,1.05,97.84,NORMAL
9/29/2024 11:58,1.03,74.72,ANOMALOUS
9/29/2024 12:13,1.01,97.73,NORMAL
9/29/2024 12:28,1,97.68,NORMAL
9/29/2024 12:43,1,97.64,NORMAL
9/29/2024 12:58,1.01,97.6,NORMAL
9/29/2024 13:13,0.66,97.56,NORMAL
9/29/2024 13:28,1.04,97.54,NORMAL
9/29/2024 13:43,1.06,97.52,NORMAL
9/29/2024 13:58,1.09,101.69,ANOMALOUS
9/29/2024 14:13,1.13,97.5,NORMAL
9/29/2024 14:28,1.18,97.5,NORMAL
9/29/2024 14:43,1.23,97.52,NORMAL
9/29/2024 14:58,1.28,97.53,NORMAL
9/29/2024 15:13,1.34,97.56,NORMAL
9/29/2024 15:28,1.41,97.59,NORMAL
9/29/2024 15:43,1.48,97.63,NORMAL
9/29/2024 15:58,1.55,97.68,NORMAL
9/29/2024 16:13,1.63,105.61,ANOMALOUS
9/29/2024 16:28,1.71,97.78,NORMAL
9/29/2024 16:43,1.79,97.84,NORMAL
9/29/2024 16:58,1.87,97.9,NORMAL
9/29/2024 17:13,1.95,97.96,NORMAL
9/29/2024 17:28,2.03,98.03,NORMAL
9/29/2024 17:43,2.12,107.34,ANOMALOUS
9/29/2024 17:58,2.2,98.15,NORMAL
9/29/2024 18:13,2.28,96.12,ANOMALOUS
9/29/2024 18:28,1.51,98.26,NORMAL
9/29/2024 18:43,2.44,98.31,NORMAL
9/29/2024 18:58,2.51,98.36,NORMAL
9/29/2024 19:13,2.58,98.4,NORMAL
9/29/2024 19:28,2.64,98.43,NORMAL
9/29/2024 19:43,2.71,98.46,NORMAL
9/29/2024 19:58,2.76,98.48,NORMAL
9/29/2024 20:13,2.43,98.49,NORMAL
9/29/2024 20:28,2.86,98.5,NORMAL
9/29/2024 20:43,2.9,98.5,NORMAL
9/29/2024 20:58,2.93,98.49,NORMAL
9/29/2024 21:13,2.96,108.18,ANOMALOUS
9/29/2024 21:28,2.98,98.44,NORMAL
9/29/2024 21:43,2.99,98.41,NORMAL
9/29/2024 21:58,3,98.37,NORMAL
9/29/2024 22:13,3.87,98.33,NORMAL
9/29/2024 22:28,2.99,98.28,NORMAL
9/29/2024 22:43,2.98,98.22,NORMAL
9/29/2024 22:58,2.96,98.17,NORMAL
9/29/2024 23:13,2.93,98.11,NORMAL
9/29/2024 23:28,2.89,98.05,NORMAL
9/29/2024 23:43,2.85,97.98,NORMAL
9/29/2024 23:58,2.81,97.92,NORMAL
9/30/2024 0:13,2.45,97.86,NORMAL
9/30/2024 0:28,2.7,97.8,NORMAL
9/30/2024 0:43,2.64,97.75,NORMAL
9/30/2024 0:58,2.57,97.69,NORMAL
9/30/2024 1:13,2.5,97.65,NORMAL
9/30/2024 1:28,2.43,97.61,NORMAL
9/30/2024 1:43,2.35,97.57,NORMAL
9/30/2024 1:58,2.39,97.54,NORMAL
9/30/2024 2:13,2.19,97.52,NORMAL
9/30/2024 2:28,2.11,97.51,NORMAL
9/30/2024 2:43,2.02,97.5,NORMAL
9/30/2024 2:58,1.94,97.5,NORMAL
9/30/2024 3:13,1.86,97.51,NORMAL
9/30/2024 3:28,1.78,97.53,NORMAL
9/30/2024 3:43,1.7,97.55,NORMAL
9/30/2024 3:58,1.62,97.58,NORMAL
9/30/2024 4:13,1.54,97.62,NORMAL
9/30/2024 4:28,1.47,97.67,NORMAL
9/30/2024 4:43,1.4,97.71,NORMAL
9/30/2024 4:58,1.34,97.77,NORMAL
9/30/2024 5:13,1.28,97.83,NORMAL
9/30/2024 5:28,1.22,97.88,NORMAL
9/30/2024 5:43,1.17,97.95,NORMAL
9/30/2024 5:58,1.13,98.01,NORMAL
9/30/2024 6:13,1.09,98.07,NORMAL
9/30/2024 6:28,1.06,98.13,NORMAL
9/30/2024 6:43,1.03,98.19,NORMAL
9/30/2024 6:58,1.02,98.25,NORMAL
9/30/2024 7:13,1,70.92,ANOMALOUS
9/30/2024 7:28,1,98.35,NORMAL
9/30/2024 7:43,1,98.39,NORMAL
9/30/2024 7:58,1.01,98.43,NORMAL
9/30/2024 8:13,1.03,98.45,NORMAL
9/30/2024 8:28,1.05,98.48,NORMAL
9/30/2024 8:43,1.08,98.49,NORMAL
9/30/2024 8:58,1.12,98.5,NORMAL
9/30/2024 9:13,1.16,98.5,NORMAL
9/30/2024 9:28,1.21,98.49,NORMAL
9/30/2024 9:43,1.26,98.47,NORMAL
9/30/2024 9:58,1.32,98.45,NORMAL
9/30/2024 10:13,1.38,98.42,NORMAL
9/30/2024 10:28,1.45,98.38,NORMAL
9/30/2024 10:43,1.52,98.34,NORMAL
9/30/2024 10:58,1.6,98.29,NORMAL
9/30/2024 11:13,1.67,98.24,NORMAL
9/30/2024 11:28,1.75,98.18,NORMAL
9/30/2024 11:43,1.83,98.12,NORMAL
9/30/2024 11:58,1.92,98.06,NORMAL
9/30/2024 12:13,2,98,NORMAL
9/30/2024 12:28,2.08,97.94,NORMAL
9/30/2024 12:43,2.17,122.84,ANOMALOUS
9/30/2024 12:58,2.25,97.82,NORMAL
9/30/2024 13:13,2.33,97.76,NORMAL
9/30/2024 13:28,2.41,97.71,NORMAL
9/30/2024 13:43,2.48,97.66,NORMAL
9/30/2024 13:58,2.55,97.62,NORMAL
9/30/2024 14:13,2.62,97.58,NORMAL
9/30/2024 14:28,2.68,97.55,NORMAL
9/30/2024 14:43,2.74,97.53,NORMAL
9/30/2024 14:58,2.79,97.51,NORMAL
9/30/2024 15:13,2.84,97.5,NORMAL
9/30/2024 15:28,2.88,97.5,NORMAL
9/30/2024 15:43,2.92,97.51,NORMAL
9/30/2024 15:58,2.95,97.52,NORMAL
9/30/2024 16:13,2.97,97.55,NORMAL
9/30/2024 16:28,2.99,97.58,NORMAL
9/30/2024 16:43,3,97.61,NORMAL
9/30/2024 16:58,3,97.65,NORMAL
9/30/2024 17:13,3,97.7,NORMAL
9/30/2024 17:28,2.98,97.75,NORMAL
9/30/2024 17:43,2.97,97.81,NORMAL
9/30/2024 17:58,2.94,97.87,NORMAL
9/30/2024 18:13,2.91,97.93,NORMAL
9/30/2024 18:28,2.87,97.99,NORMAL
9/30/2024 18:43,2.83,98.05,NORMAL
9/30/2024 18:58,2.78,98.12,NORMAL
9/30/2024 19:13,2.72,98.18,NORMAL
9/30/2024 19:28,2.66,98.23,NORMAL
9/30/2024 19:43,2.6,98.29,NORMAL
9/30/2024 19:58,2.53,98.34,NORMAL
9/30/2024 20:13,2.46,98.38,NORMAL
9/30/2024 20:28,2.38,98.42,NORMAL
9/30/2024 20:43,2.3,98.45,NORMAL
9/30/2024 20:58,2.22,98.47,NORMAL
9/30/2024 21:13,2.14,98.49,NORMAL
9/30/2024 21:28,2.06,98.5,NORMAL
9/30/2024 21:43,1.97,98.5,NORMAL
9/30/2024 21:58,1.89,98.49,NORMAL
9/30/2024 22:13,1.81,98.48,NORMAL
9/30/2024 22:28,1.73,98.46,NORMAL
9/30/2024 22:43,1.65,98.43,NORMAL
9/30/2024 22:58,1.57,98.39,NORMAL
9/30/2024 23:13,1.5,98.35,NORMAL
9/30/2024 23:28,1.43,98.31,NORMAL
9/30/2024 23:43,1.36,98.25,NORMAL
9/30/2024 23:58,1.3,98.2,NORMAL
10/1/2024 0:13,1.24,98.14,NORMAL
10/1/2024 0:28,1.19,98.08,NORMAL
10/1/2024 0:43,1.14,94.51,ANOMALOUS
10/1/2024 0:58,1.1,97.95,NORMAL
10/1/2024 1:13,1.07,97.89,NORMAL
10/1/2024 1:28,1.04,97.83,NORMAL
10/1/2024 1:43,0.66,97.77,NORMAL
10/1/2024 1:58,1.01,97.72,NORMAL
10/1/2024 2:13,1.19,97.67,NORMAL
10/1/2024 2:28,1.31,97.63,NORMAL
10/1/2024 2:43,1.01,97.59,NORMAL
10/1/2024 2:58,1.02,97.56,NORMAL
10/1/2024 3:13,1.04,97.53,NORMAL
10/1/2024 3:28,1.07,97.51,NORMAL
10/1/2024 3:43,1.1,125.22,ANOMALOUS
10/1/2024 3:58,1.14,97.5,NORMAL
10/1/2024 4:13,1.19,97.51,NORMAL
10/1/2024 4:28,1.24,97.52,NORMAL
10/1/2024 4:43,1.29,97.54,NORMAL
10/1/2024 4:58,1.36,97.57,NORMAL
10/1/2024 5:13,1.42,97.6,NORMAL
10/1/2024 5:28,1.49,97.64,NORMAL
10/1/2024 5:43,1.57,97.69,NORMAL
10/1/2024 5:58,1.64,97.74,NORMAL
10/1/2024 6:13,1.72,97.79,NORMAL
10/1/2024 6:28,1.8,97.85,NORMAL
10/1/2024 6:43,1.88,97.91,NORMAL
10/1/2024 6:58,1.97,97.98,NORMAL
10/1/2024 7:13,2.65,98.04,NORMAL
10/1/2024 7:28,2.13,98.1,NORMAL
10/1/2024 7:43,2.22,98.16,NORMAL
10/1/2024 7:58,2.3,98.22,NORMAL
10/1/2024 8:13,2.37,98.27,NORMAL
10/1/2024 8:28,2.45,98.32,NORMAL
10/1/2024 8:43,2.52,94.13,ANOMALOUS
10/1/2024 8:58,2.59,98.41,NORMAL
10/1/2024 9:13,2.66,98.44,NORMAL
10/1/2024 9:28,2.72,98.47,NORMAL
10/1/2024 9:43,2.77,98.49,NORMAL
10/1/2024 9:58,2.82,98.5,NORMAL
10/1/2024 10:13,2.41,98.5,NORMAL
10/1/2024 10:28,2.91,98.5,NORMAL
10/1/2024 10:43,2.94,98.48,NORMAL
10/1/2024 10:58,2.96,98.46,NORMAL
10/1/2024 11:13,2.98,98.44,NORMAL
10/1/2024 11:28,2.99,98.4,NORMAL
10/1/2024 11:43,3,98.36,NORMAL
10/1/2024 11:58,3,98.32,NORMAL
10/1/2024 12:13,2.99,98.27,NORMAL
10/1/2024 12:28,2.97,98.21,NORMAL
10/1/2024 12:43,2.95,98.16,NORMAL
10/1/2024 12:58,2.92,98.09,NORMAL
10/1/2024 13:13,2.89,98.03,NORMAL
10/1/2024 13:28,2.85,97.97,NORMAL
10/1/2024 13:43,2.8,97.91,NORMAL
10/1/2024 13:58,2.75,97.85,NORMAL
10/1/2024 14:13,2.69,97.79,NORMAL
10/1/2024 14:28,2.62,97.73,NORMAL
10/1/2024 14:43,2.56,97.68,NORMAL
10/1/2024 14:58,2.15,97.64,NORMAL
10/1/2024 15:13,2.41,97.6,NORMAL
10/1/2024 15:28,2.33,97.56,NORMAL
10/1/2024 15:43,2.25,97.54,NORMAL
10/1/2024 15:58,2.17,97.52,NORMAL
10/1/2024 16:13,2.09,97.5,NORMAL
10/1/2024 16:28,2.01,97.5,NORMAL
10/1/2024 16:43,1.92,97.5,NORMAL
10/1/2024 16:58,1.84,97.51,NORMAL
10/1/2024 17:13,1.76,97.53,NORMAL
10/1/2024 17:28,1.68,97.56,NORMAL
10/1/2024 17:43,1.6,97.59,NORMAL
10/1/2024 17:58,1.53,97.63,NORMAL
10/1/2024 18:13,1.46,97.68,NORMAL
10/1/2024 18:28,0.89,97.73,NORMAL
10/1/2024 18:43,1.32,97.78,NORMAL
